,성별(1),산업별(1),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
0,성별(1),산업별(1),임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자,임금 근로자,정규직,비정규직,한시적근로자,시간제근로자,파견근로자,용역근로자,특수고용근로자,가정내근로자,일일근로자
31,여자,i. 운수 및 창고업,207,157,51,29,19,2,3,0,0,10,234,171,63,31,31,1,4,4,0,14,247,176,71,44,25,1,4,0,0,11,123,93,30,20,11,1,1,0,0,4,121,88,34,20,13,1,0,0,0,6,146,99,46,35,19,0,3,2,0,5,170,114,56,42,22,0,1,2,0,6,171,115,56,36,21,0,5,3,0,8
32,여자,j. 숙박 및 음식점업,1732,960,771,287,519,18,6,1,0,109,1860,1045,815,313,540,17,13,0,1,124,1849,973,876,319,633,7,19,1,2,113,933,483,450,144,347,4,7,1,0,49,903,442,461,167,342,5,6,1,0,48,934,393,542,229,424,4,4,1,1,41,869,359,510,197,396,2,4,0,1,61,842,327,515,205,413,5,1,2,3,44
33,여자,k. 정보통신업,357,251,105,72,30,3,0,12,7,0,373,267,106,73,31,0,2,11,3,1,410,311,99,73,24,8,0,6,0,0,215,164,51,31,18,6,0,6,0,1,247,188,59,42,21,3,2,3,4,0,237,185,52,40,15,1,0,2,0,0,206,165,41,29,18,0,0,2,1,0,294,214,80,65,28,0,0,5,2,2
34,여자,l. 금융 및 보험업,846,406,439,90,33,0,0,357,1,1,771,389,381,77,33,0,2,304,2,0,823,411,413,68,43,0,2,343,1,1,411,213,199,43,15,0,1,158,0,0,454,232,222,58,30,0,0,170,0,0,421,228,193,45,32,0,1,154,0,1,399,226,173,31,24,0,0,147,1,0,436,221,215,45,26,0,0,180,1,0
35,여자,m. 부동산업,240,128,112,68,47,2,4,12,1,2,221,114,107,69,46,0,11,15,0,0,228,108,119,72,57,0,13,15,0,3,140,73,67,39,30,0,4,9,0,1,130,61,68,40,35,1,3,6,0,1,141,70,71,36,37,0,6,10,0,2,130,68,62,39,29,0,7,5,0,3,148,69,79,53,39,2,4,8,0,2
36,여자,"n. 전문, 과학 및 기술 서비스업",580,452,127,104,26,3,2,2,3,5,633,510,124,103,31,7,3,0,2,4,677,545,133,101,39,2,0,2,4,4,317,247,70,45,31,0,0,0,2,1,337,267,69,48,27,0,0,2,5,1,362,270,92,63,41,0,1,3,1,1,367,281,86,62,30,0,1,3,1,3,399,299,101,75,38,0,0,2,3,1
37,여자,"o. 사업시설 관리, 사업 지원 및 임대 서비스업",1028,228,800,507,159,78,526,20,2,45,1093,239,854,546,176,73,551,30,3,55,1229,285,944,602,224,87,617,40,7,54,575,153,423,276,97,44,279,13,2,20,520,133,387,249,106,37,238,11,2,19,563,147,416,284,130,36,245,17,2,19,543,167,376,251,124,37,228,14,2,20,567,148,419,290,125,58,209,18,2,17
38,여자,"p. 공공행정, 국방 및 사회보장 행정",737,392,345,324,229,6,1,0,0,1,678,363,314,291,209,13,0,1,1,2,742,436,306,285,211,7,0,1,0,0,418,225,194,183,128,3,0,0,1,1,461,261,200,192,145,2,0,0,0,0,447,223,224,215,170,0,0,0,0,0,501,237,264,258,215,0,0,0,1,1,498,252,246,236,177,0,0,0,0,0
39,여자,q. 교육 서비스업,1882,1122,759,443,439,2,1,102,2,3,1924,1143,779,470,421,5,3,128,2,3,1948,1136,812,493,479,6,6,122,3,1,1028,587,441,263,265,6,1,50,0,1,1017,589,427,266,252,3,0,47,1,2,1037,577,460,298,295,2,2,58,0,2,975,544,431,280,274,0,2,47,3,1,1042,533,509,354,332,3,1,52,4,1
40,여자,r. 보건업 및 사회복지 서비스업,2595,1631,965,742,461,27,9,0,10,10,2704,1705,999,768,508,41,6,0,7,8,2899,1759,1140,873,618,40,16,1,6,14,1560,946,614,467,382,11,9,1,3,5,1647,954,692,539,429,15,2,4,1,6,1804,970,834,678,522,18,10,2,4,2,1934,995,939,784,595,11,1,1,6,4,2129,1013,1116,960,721,15,7,3,16,4
41,여자,"s. 예술, 스포츠 및 여가관련 서비스업",185,84,101,60,44,0,0,10,0,10,235,98,137,64,85,1,0,17,0,3,244,94,150,84,85,1,0,17,0,3,133,46,87,49,55,0,0,8,0,1,145,56,89,42,62,1,0,7,0,1,179,71,108,66,70,4,0,8,0,0,176,72,104,62,66,1,0,5,1,3,162,61,101,67,65,0,0,9,0,1
42,여자,"t. 협회 및 단체, 수리 및 기타 개인 서비스업",726,434,292,107,174,10,3,10,5,73,749,405,344,152,183,2,2,11,2,66,718,384,334,121,243,6,1,10,7,51,335,175,160,65,110,6,1,5,2,12,353,190,163,69,101,2,1,15,2,18,328,172,156,79,95,3,0,12,1,21,292,155,137,75,82,4,0,14,0,15,282,148,134,81,72,2,2,18,2,14
43,여자,u. 가구내 고용활동 및 달리 분류되지 않은 자가소비 생산활동,195,76,119,34,66,0,0,0,12,39,134,58,77,20,49,0,0,0,14,22,113,55,59,17,46,0,0,0,3,12,52,25,27,6,23,0,0,0,1,6,39,16,23,5,19,0,0,0,1,7,76,18,59,29,46,0,1,1,2,11,99,27,73,28,57,0,0,0,9,9,81,11,69,24,56,2,0,0,9,11
44,여자,v. 국제 및 외국기관,9,9,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,5,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,7,4,3,3,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
45,남자,a. 계,21386,15772,5614,3419,1113,160,680,394,14,1106,21802,16119,5682,3411,1301,178,719,304,10,1196,21986,16291,5694,3411,1307,192,717,300,7,1161,11188,8242,2946,1729,761,89,381,158,3,598,11171,8236,2936,1748,737,97,337,157,4,603,11396,8040,3356,2238,846,89,333,182,8,561,11361,8026,3335,2079,915,95,305,185,8,682,11517,7941,3575,2234,1011,109,351,207,17,742
46,남자,"b. 농업, 임업 및 어업",124,69,55,30,7,0,1,0,0,23,109,51,58,24,14,0,0,2,0,26,124,68,56,18,15,0,0,0,0,32,55,28,27,16,6,0,0,0,0,10,62,28,34,21,8,0,0,0,0,10,65,26,38,31,5,0,0,2,0,6,72,31,40,27,7,0,0,2,1,9,74,36,38,20,8,0,0,1,1,16
47,남자,c. 광업,23,21,2,2,0,0,0,0,0,0,19,16,3,3,0,0,0,0,0,0,32,26,6,6,0,0,0,0,0,0,19,17,2,2,0,0,0,0,0,0,16,15,1,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,9,7,3,2,0,0,0,0,0,1,11,6,5,4,0,1,0,0,0,0
48,남자,d. 제조업,5488,4891,597,530,36,4,4,0,5,34,5746,5158,588,509,55,2,9,0,1,44,5747,5121,626,547,50,11,6,4,4,33,2812,2531,281,245,27,5,0,1,2,15,2790,2536,254,222,20,6,1,0,1,14,2823,2442,381,339,46,6,2,1,0,20,2812,2461,351,294,47,1,1,4,2,25,2742,2373,369,304,46,5,3,2,3,32
49,남자,"e. 전기, 가스, 증기 및 공기조절 공급업",111,99,11,10,1,2,0,0,0,0,131,115,16,12,2,2,0,0,0,1,123,110,13,9,4,3,0,0,0,0,60,53,7,5,2,0,0,0,0,0,66,60,6,4,0,0,2,0,0,0,63,57,7,7,0,0,0,0,0,0,60,49,12,7,1,0,0,2,1,0,54,53,2,2,0,0,0,0,0,0
50,남자,"f. 수도, 하수 및 폐기물 처리, 원료 재생업",158,132,25,25,1,1,2,0,0,1,162,133,30,25,2,0,1,0,0,2,179,153,27,24,1,0,1,0,0,1,85,68,17,10,3,1,1,0,0,3,104,91,13,7,4,1,1,0,1,0,110,88,21,19,2,1,1,0,0,0,121,93,28,26,6,0,1,0,0,2,131,98,33,29,6,0,1,0,0,3
51,남자,g. 건설업,2450,1175,1275,379,153,10,22,0,0,869,2517,1183,1334,409,176,31,29,2,1,897,2579,1230,1349,413,164,32,30,0,0,896,1366,648,718,236,105,20,30,0,0,460,1413,669,743,246,95,12,19,1,0,481,1453,673,780,339,103,10,32,0,1,429,1483,691,793,247,126,13,17,0,0,520,1551,729,822,240,115,16,35,3,0,552
