구분,기업명,분류,시도
2021,오천산업(주),중소기업,전남
2022,오프너디오씨 주식회사,중소기업,서울
2023,오행종합개발(주),중소기업,서울
2024,옵토팩 주식회사,중소기업,충북
2025,와이파이종합관리 주식회사,중소기업,세종
2026,우리들병원,중소기업,서울
2027,우일종합건설(주),중소기업,전남
2028,웅진보안시스템(주),중소기업,충남
2029,워크재활의학과병원,중소기업,부산
2030,월드시스템,중소기업,부산
2031,월드에너시스,중소기업,대전
2032,유니원아이앤씨(주),중소기업,서울
2033,유메인 주식회사,중소기업,대전
2034,유비즈정보기술(주),중소기업,대전
2035,유에프엠시스템즈 주식회사,중소기업,경기
2036,유한회사 골드필드코리아,중소기업,전북
2037,유한회사 금오건설,중소기업,전북
2038,유한회사 삼성글로텍,중소기업,전북
2039,유한회사 정진플랜트,중소기업,전북
2040,유한회사 화진,중소기업,광주
2041,이그잼플러글로벌(주),중소기업,서울
2042,이노테크놀로지 주식회사,중소기업,서울
2043,이엔테크놀로지(주),중소기업,경기
2044,이엠종합건설 주식회사,중소기업,경기
2045,이지케어텍(주),중소기업,서울
2046,이화전기공업(주),중소기업,서울
2047,인지어스 유한회사,중소기업,서울
2048,임성규네고구마영농조합법인,중소기업,전북
2049,자이로,중소기업,전북
2050,장터넷 주식회사,중소기업,인천
2051,정원기업(자),중소기업,대전
2052,제이테크,중소기업,세종
2053,제일T/C,중소기업,광주
2054,제일산업(주),중소기업,대전
2055,주간옥천신문(주),중소기업,충북
2056,주식회사 가나다,중소기업,광주
2057,주식회사 가비안,중소기업,충남
2058,주식회사 가솔린,중소기업,경기
2059,주식회사 가치소프트,중소기업,대전
2060,주식회사 거양,중소기업,경기
2061,주식회사 경원산업,중소기업,세종
2062,주식회사 경포,중소기업,경북
2063,주식회사 국원,중소기업,충북
2064,주식회사 그린스토어,중소기업,경기
2065,주식회사 그린파이프,중소기업,전북
2066,주식회사 글로우데이즈,중소기업,서울
2067,주식회사 금탑,중소기업,충남
2068,주식회사 나눔환경,중소기업,충북
2069,주식회사 네이처앤드피플,중소기업,강원
2070,주식회사 넷앤드,중소기업,서울
2071,주식회사 녹십자셀,중소기업,서울
2072,주식회사 뉴젠스,중소기업,경기
2073,주식회사 니트로아이,중소기업,경기
2074,주식회사 다온아이티,중소기업,대전
2075,주식회사 다이나맥스,중소기업,서울
2076,주식회사 다인인더스,중소기업,대전
2077,주식회사 단정바이오,중소기업,강원
2078,주식회사 대광실업,중소기업,광주
2079,주식회사 대덕에스엠,중소기업,서울
2080,주식회사 대덕조경디자인,중소기업,충남
2081,주식회사 대한에프앤에스,중소기업,충북
2082,주식회사 덕흥철강,중소기업,충남
2083,주식회사 동남기술단,중소기업,부산
2084,주식회사 동영화학,중소기업,경기
2085,주식회사 듀코젠,중소기업,서울
2086,주식회사 등푸른식품,중소기업,부산
2087,주식회사 디비케이,중소기업,인천
2088,주식회사 디앤엠팩토리,중소기업,경기
2089,주식회사 투썬디지털미디어,중소기업,경기
2090,주식회사 디케이인더스트리얼,중소기업,부산
2091,주식회사 디플럭스씨앤씨,중소기업,서울
2092,주식회사 라니앤라이프,중소기업,인천
2093,주식회사 라온헬스케어,중소기업,서울
2094,주식회사 러쉬코리아,중소기업,서울
2095,주식회사 로그온유,중소기업,서울
2096,주식회사 리뉴캔,중소기업,전북
2097,주식회사 리텍,중소기업,경기
2098,주식회사 마루에이치알,중소기업,서울
2099,주식회사 마이리얼트립,중소기업,서울
2100,주식회사 맑은성원플러스,중소기업,충남
2101,주식회사 맨플러스,중소기업,대전
2102,주식회사 면사랑,중소기업,충북
2103,주식회사 명품코리아,중소기업,충남
2104,주식회사 모소,중소기업,대전
2105,주식회사 미네랄하우스,중소기업,경기
2106,주식회사 미래와도전,중소기업,경기
2107,주식회사 백년기술,중소기업,경기
2108,주식회사 백학,중소기업,대전
2109,주식회사 부뜰정보시스템,중소기업,서울
2110,주식회사 뷰웍스,중소기업,경기
2111,주식회사 브이패스,중소기업,제주
2112,주식회사 비비조명,중소기업,대전
2113,주식회사 비알인포텍,중소기업,경기
2114,주식회사 비케이인스트루먼트,중소기업,대전
2115,주식회사 비케이정보통신,중소기업,충남
2116,주식회사 비티앤콤,중소기업,서울
2117,주식회사 빈스튜디오스,중소기업,서울
2118,주식회사 사회복지동행,중소기업,부산
2119,주식회사 산내음푸드,중소기업,경기
2120,주식회사 삶과환경,중소기업,충북
2121,주식회사 삼복농업회사법인,중소기업,충남
2122,주식회사 삼성칼라팩,중소기업,충남
2123,주식회사 삼영정보,중소기업,대전
2124,주식회사 선우켐텍,중소기업,충북
2125,주식회사 성신테크,중소기업,대전
2126,주식회사 성심광학,중소기업,경기
2127,주식회사 성심산업,중소기업,충남
2128,주식회사 성우이넥스,중소기업,경기
2129,주식회사 성창,중소기업,경기
2130,주식회사 성호전자,중소기업,경남
2131,주식회사 세븐캅,중소기업,충북
2132,주식회사 세원플라텍,중소기업,경기
2133,주식회사 세인트벨코리아,중소기업,서울
2134,주식회사 세일금형,중소기업,광주
2135,주식회사 세종디자인,중소기업,부산
2136,주식회사 세종크리에이티브,중소기업,서울
2137,주식회사 세종하이텍,중소기업,충북
2138,주식회사 세홍,중소기업,경기
2139,주식회사 센트롤,중소기업,서울
2140,주식회사 소문난삼부자,중소기업,충남
2141,주식회사 수만,중소기업,대전
2142,주식회사 스퀘어엠,중소기업,서울
2143,주식회사 스템랩,중소기업,서울
2144,주식회사 시스웍,중소기업,대전
2145,주식회사 시온,중소기업,충남
2146,주식회사 시원엘에스,중소기업,대전
2147,주식회사 신성기어,중소기업,대전
2148,주식회사 신영시큐리티,중소기업,대전
2149,주식회사 신한정보통신코리아,중소기업,광주
2150,주식회사 신화식품,중소기업,인천
2151,주식회사 쌍마산업,중소기업,충남
2152,주식회사 씨엔테크,중소기업,서울
2153,주식회사 씨엘엠앤에스,중소기업,서울
2154,주식회사 아보네,중소기업,대전
2155,주식회사 아시아,중소기업,전북
2156,주식회사 아워스,중소기업,대전
2157,주식회사 아이엔소프트,중소기업,서울
2158,주식회사 아이티센,중소기업,서울
2159,주식회사 아이플러스원,중소기업,부산
2160,주식회사 아인,중소기업,인천
2161,주식회사 아일라글로벌,중소기업,서울
2162,주식회사 아크로만,중소기업,인천
2163,주식회사 알엔에스,중소기업,대전
2164,주식회사 알티엑스,중소기업,대전
2165,주식회사 앤에스푸드,중소기업,인천
2166,주식회사 어뮤즈트래블,중소기업,서울
2167,주식회사 에그텍,중소기업,대전
2168,주식회사 에니켐텍,중소기업,충남
2169,주식회사 에스,중소기업,경남
2170,주식회사 에스이코리아,중소기업,대구
2171,주식회사 에스제이글로벌,중소기업,경기
2172,주식회사 에슬론통신,중소기업,전북
2173,주식회사 에이럭스,중소기업,서울
2174,주식회사 에이티에스,중소기업,충북
2175,주식회사 에코맘의산골이유식 농업회사법인,중소기업,경남
2176,주식회사 에프엔에스벨류,중소기업,서울
2177,주식회사 에피스,중소기업,충남
2178,주식회사 엑스바디,중소기업,서울
2179,주식회사 엑씽크,중소기업,서울
2180,주식회사 엔에쓰씨,중소기업,충남
2181,주식회사 엔엘푸드,중소기업,경기
2182,주식회사 엔젯오리진,중소기업,부산
2183,주식회사 엔지니어스톡,중소기업,대전
2184,주식회사 엔티정보,중소기업,충북
2185,주식회사 엘케이엔지니어링,중소기업,경기
2186,주식회사 엘케이웨이,중소기업,제주
2187,주식회사 엠포,중소기업,서울
2188,주식회사 영진식품,중소기업,세종
2189,주식회사 오가다,중소기업,서울
2190,주식회사 오렌지피플,중소기업,경기
2191,주식회사 오토앤로봇,중소기업,충남
2192,주식회사 오투팜,중소기업,대전
2193,주식회사 올즙,중소기업,충남
2194,주식회사 와이앤제이이일,중소기업,부산
2195,주식회사 와이콤,중소기업,제주
2196,주식회사 우리,중소기업,경기
2197,주식회사 우리매니저,중소기업,대구
2198,주식회사 우먼패키지,중소기업,충남
2199,주식회사 월드팩,중소기업,충북
2200,주식회사 위드플러스시스템,중소기업,경기
2201,주식회사 윈텍피앤이,중소기업,경기
2202,주식회사 유노미아,중소기업,대전
2203,주식회사 이노바이오써지,중소기업,대전
2204,주식회사 이레,중소기업,경북
2205,주식회사 이레건축사사무소,중소기업,대전
2206,주식회사 이루다,중소기업,대전
2207,주식회사 이르테크,중소기업,대전
2208,주식회사 이엘메디텍,중소기업,대전
2209,주식회사 이츠엠,중소기업,경북
2210,주식회사 인스프라,중소기업,대전
2211,주식회사 인챌,중소기업,대전
2212,주식회사 인피니티네트웍스,중소기업,충북
2213,주식회사 일렉트코리아,중소기업,경기
2214,주식회사 임팩시스,중소기업,강원
2215,주식회사 제로테크,중소기업,전북
2216,주식회사 제이비컴,중소기업,충북
2217,주식회사 제이아이테크,중소기업,충남
2218,주식회사 제이엔피글로벌,중소기업,대전
2219,주식회사 제이원메딕스,중소기업,경기
2220,주식회사 제주탑솔라,중소기업,제주
2221,주식회사 중부에너텍,중소기업,대전
2222,주식회사 지노테크,중소기업,대전
2223,주식회사 지앤파트너스,중소기업,대전
2224,주식회사 지에이치아이,중소기업,울산
2225,주식회사 지엔,중소기업,전북
2226,주식회사 지엠에스,중소기업,충남
2227,주식회사 지텍,중소기업,충남
2228,주식회사 진산테크윈,중소기업,전북
2229,주식회사 창민테크론,중소기업,경남
2230,주식회사 채온,중소기업,대전
2231,주식회사 청코리아,중소기업,강원
2232,주식회사 청해,중소기업,경북
2233,주식회사 케이브레인컴퍼니,중소기업,서울
2234,주식회사 케이스코,중소기업,대전
2235,주식회사 케이크린,중소기업,경기
2236,주식회사 코드원,중소기업,충북
2237,주식회사 코리나,중소기업,충북
2238,주식회사 콘텐츠그룹 재주상회,중소기업,제주
2239,주식회사 큐비엠,중소기업,서울
2240,주식회사 큐앤에이네트웍스,중소기업,울산
2241,주식회사 클린그린,중소기업,강원
2242,주식회사 타스코엔지니어링,중소기업,충북
2243,주식회사 태양기전,중소기업,부산
2244,주식회사 태흥에프엔지,중소기업,경기
2245,주식회사 터보만이엔에스,중소기업,충북
2246,주식회사 테키스트,중소기업,경기
2247,주식회사 투바앤,중소기업,서울
2248,주식회사 튠시스템,중소기업,경기
2249,주식회사 트라콤,중소기업,경기
2250,주식회사 트랜사일로,중소기업,전북
2251,주식회사 티라유텍,중소기업,서울
2252,주식회사 티앤씨코리아,중소기업,서울
2253,주식회사 티에스포유,중소기업,경기
2254,주식회사 티엔제주,중소기업,제주
2255,주식회사 파워텍,중소기업,대전
2256,주식회사 판게아솔루션,중소기업,대전
2257,주식회사 퍼니디,중소기업,충남
2258,주식회사 포스원,중소기업,경북
2259,주식회사 포인트모바일,중소기업,서울
2260,주식회사 푸드웍스,중소기업,전북
2261,주식회사 풍성환경이엔지,중소기업,경기
2262,주식회사 플레이오토,중소기업,서울
2263,주식회사 하기소닉,중소기업,대전
2264,주식회사 하나플라텍,중소기업,충북
2265,주식회사 하우웰이엠에스,중소기업,대전
2266,주식회사 한국기술경영연구원,중소기업,서울
2267,주식회사 한국소방공사,중소기업,대전
2268,주식회사 한국인증협회,중소기업,대전
2269,주식회사 한국커리어잡스,중소기업,충남
2270,주식회사 한국후지알앤씨,중소기업,충남
2271,주식회사 한미하이텍,중소기업,대전
2272,주식회사 해탐테크놀로지,중소기업,인천
2273,주식회사 핸디소프트,중소기업,경기
2274,주식회사 혜강씨큐리티,중소기업,서울
2275,주식회사 화인정밀,중소기업,세종
2276,주식회사 화인푸드,중소기업,인천
2277,주식회사 황초원,중소기업,경기
2278,주식회사 훌리악,중소기업,서울
2279,주식회사 휴먼종합관리,중소기업,서울
2280,주식회사 휴인,중소기업,충남
2281,지구커뮤니케이션,중소기업,대전
2282,지니스,중소기업,충남
2283,지엠진성 주식회사,중소기업,경남
2284,진희종합관리 주식회사,중소기업,대전
2285,철인종합건설(주),중소기업,부산
2286,청당기업,중소기업,경기
2287,청우산업(주),중소기업,경기
2288,청라여성병원,중소기업,인천
2289,충청화학에너지주식회사,중소기업,충남
2290,카네기경영연구원 주식회사,중소기업,광주
2291,카신모터스,중소기업,대전
2292,켐디스,중소기업,대전
2293,크로스파워 주식회사,중소기업,대전
2294,크리니티 주식회사,중소기업,서울
2295,탑솔라 주식회사,중소기업,전남
2296,태양환경(주),중소기업,전남
2297,토마토의료기,중소기업,광주
2298,특허법인 참좋은,중소기업,대전
2299,티앤아이(주),중소기업,대전
2300,티엔에스 주식회사,중소기업,충북
2301,티엠에스꼬레아 주식회사,중소기업,부산
2302,파스,중소기업,경기
2303,팔공인터내셔널(주),중소기업,대구
2304,팜스코(주),중소기업,세종
2305,퍼멘텍(주),중소기업,충북
2306,펜타시큐리티시스템(주),중소기업,서울
2307,평화장갑(주),중소기업,충북
2308,포시즌환경(주),중소기업,대전
2309,포유엔지니어링종합건축사사무소 주식회사,중소기업,대전
2310,폴라인피부과의원,중소기업,대전
2311,폴스타헬스케어 주식회사,중소기업,서울
2312,풍림무약(주),중소기업,서울
2313,플레이플래닛 주식회사,중소기업,서울
2314,피앤아이 주식회사,중소기업,제주
2315,하이원텍코리아(주),중소기업,충북
2316,한국고무 주식회사,중소기업,경기
2317,한국다이아몬드파이프(주),중소기업,경기
2318,한국문헌정보기술(주),중소기업,서울
2319,한국안전기술정보 주식회사,중소기업,대전
2320,한국엘러간(주),중소기업,서울
2321,한국정공,중소기업,부산
2322,한길하이테크,중소기업,광주
2323,한라동력공업 주식회사,중소기업,서울
2324,한림지기,중소기업,전북
2325,한백종합철강(주),중소기업,충북
2326,한솔마트,중소기업,충남
2327,한신기계공업(주),중소기업,경기
2328,한일스마트디젤,중소기업,대전
2329,한진타올,중소기업,충북
2330,합자회사 제이씨맨파워,중소기업,대전
2331,현솔루션,중소기업,충북
2332,효사랑가족요양병원,중소기업,전북
2333,효성오앤비(주),중소기업,충남
2334,후불제여행사 투어컴 유한회사,중소기업,전북
2335,(재)부산문화재단,공공기관,부산
2336,(재)연구성과실용화진흥원,공공기관,서울
2337,(재)우체국시설관리단,공공기관,서울
2338,(재)울산테크노파크,공공기관,울산
2339,(재)인천문화재단,공공기관,인천
2340,(재)정동극장,공공기관,서울
2341,(재)중소기업연구원,공공기관,서울
2342,한국여성과학기술인지원센터,공공기관,서울
2343,(주)엑스코,공공기관,대구
2344,(주)제주국제컨벤션센터,공공기관,제주
2345,(주)중소기업유통센터,공공기관,서울
2346,(주)한국가스기술공사,공공기관,대전
2347,(주)한국건설관리공사,공공기관,경북
2348,88관광개발 주식회사,공공기관,경기
2349,가축위생방역지원본부,공공기관,세종
2350,감사원,공공기관,서울
2351,강릉관광개발공사,공공기관,강원
2352,강릉원주대학교치과병원,공공기관,강원
2353,강원대학교병원,공공기관,강원
2354,강원도 양구군청,공공기관,강원
2355,강원도 홍천군청,공공기관,강원
2356,강원도 화천군청,공공기관,강원
2357,강원도개발공사,공공기관,강원
2358,건설근로자공제회,공공기관,서울
2359,경기도 과천시청,공공기관,경기
2360,경기도 광명시청,공공기관,경기
2361,경기도 하남시청,공공기관,경기
2362,경북대학교병원,공공기관,대구
2363,경북대학교치과병원,공공기관,대구
2364,경상남도 진주시청,공공기관,경남
2365,경상남도 통영시청,공공기관,경남
2366,경상대학교병원,공공기관,경남
2367,경상북도 고령군청,공공기관,경북
2368,경상북도 군위군청,공공기관,경북
2369,경상북도 문경시청,공공기관,경북
2370,경상북도 봉화군청,공공기관,경북
2371,경상북도 안동시청,공공기관,경북
2372,경상북도 영덕군청,공공기관,경북
2373,경상북도 영양군청,공공기관,경북
2374,경상북도 예천군청,공공기관,경북
2375,경상북도 울릉군청,공공기관,경북
2376,경상북도 울진군청,공공기관,경북
2377,경상북도 의성군청,공공기관,경북
2378,경상북도 청도군청,공공기관,경북
2379,경상북도 청송군청,공공기관,경북
2380,경상북도관광공사,공공기관,경북
2381,경찰청,공공기관,서울
2382,고양도시관리공사,공공기관,경기
2383,공정거래위원회,공공기관,세종
2384,과학기술연합대학원대학교,공공기관,대전
2385,과학기술정보통신부,공공기관,경기
2386,과학기술정책연구원,공공기관,세종
2387,광명도시공사,공공기관,경기
2388,광주과학기술원,공공기관,광주
2389,광주광역시광산구시설관리공단,공공기관,광주
2390,광진구시설관리공단,공공기관,서울
2391,구리농수산물공사,공공기관,경기
2392,국가과학기술연구회,공공기관,세종
2393,국가보훈처,공공기관,세종
2394,국가인권위원회,공공기관,서울
2395,국립광주과학관,공공기관,광주
2396,국립낙동강생물자원관,공공기관,경북
2397,국립대구과학관,공공기관,대구
2398,국립박물관문화재단,공공기관,서울
2399,국립부산과학관,공공기관,부산
2400,국립생태원,공공기관,충남
2401,국립해양박물관,공공기관,부산
2402,국립해양생물자원관,공공기관,충남
2403,국무조정실,공공기관,세종
2404,국민권익위원회,공공기관,세종
2405,국방부,공공기관,서울
2406,국방전직교육원,공공기관,경기
2407,국세청,공공기관,세종
2408,국악방송,공공기관,서울
2409,국제식물검역인증원,공공기관,부산
2410,국토교통부,공공기관,세종
2411,국토연구원,공공기관,세종
2412,군산대학교,공공기관,전북
2413,금융위원회,공공기관,서울
2414,기상청,공공기관,서울
2415,기초과학연구원,공공기관,대전
2416,기획재정부,공공기관,세종
2417,남양주도시공사,공공기관,경기
2418,김포시시설관리공단,공공기관,경기
2419,녹색기술센터,공공기관,서울
2420,농림축산식품부,공공기관,세종
2421,농업정책보험금융원,공공기관,서울
2422,농촌진흥청,공공기관,전북
2423,대검찰청,공공기관,서울
2424,대구세관,공공기관,대구
2425,대구의료원,공공기관,대구
2426,대외경제정책연구원,공공기관,세종
2427,대전광역시도시철도공사,공공기관,대전
2428,대전마케팅공사,공공기관,대전
2429,대한법률구조공단,공공기관,경북
2430,대한체육회,공공기관,서울
2431,동북아역사재단,공공기관,서울
2432,동해시시설관리공단,공공기관,강원
2433,문경관광진흥공단,공공기관,경북
2434,문화재청,공공기관,대전
2435,문화체육관광부,공공기관,세종
2436,민주화운동기념사업회,공공기관,서울
2437,방위사업청,공공기관,경기
2438,별정우체국연금관리단,공공기관,서울
2439,보령시시설관리공단,공공기관,충남
2440,부산대학교병원,공공기관,부산
2441,부산대학교치과병원,공공기관,경남
2442,주식회사 부산항보안공사,공공기관,부산
2443,북한이탈주민지원재단,공공기관,서울
2444,사단법인 남북교류협력지원협회,공공기관,서울
2445,사단법인 한국기술자격검정원,공공기관,서울
2446,사단법인 한국문화산업협회,공공기관,대전
2447,산업연구원,공공기관,세종
2448,산업통상자원부,공공기관,세종
2449,새만금개발청,공공기관,세종
2450,서울대학교병원,공공기관,서울
2451,서울대학교치과병원,공공기관,서울
2452,서울시설공단,공공기관,서울
2453,서울특별시 동작구청,공공기관,서울
2454,서울특별시 마포구청,공공기관,서울
2455,서울특별시 성북구청,공공기관,서울
2456,서울특별시 중구청,공공기관,서울
2457,서울특별시 중랑구청,공공기관,서울
2458,서울특별시동작구시설관리공단,공공기관,서울
2459,서울특별시마을공동체종합지원센터,공공기관,서울
2460,서울특별시마포구시설관리공단,공공기관,서울
2461,세종학당재단,공공기관,서울
2462,시청자미디어 재단,공공기관,서울
2463,식품안전정보원,공공기관,서울
2464,아시아문화원,공공기관,광주
2465,아이오엠이민정책연구원,공공기관,경기
2466,안동시시설관리공단,공공기관,경북
2467,안성시시설관리공단,공공기관,경기
2468,양산시시설관리공단,공공기관,경남
2469,에이피이씨기후센터,공공기관,부산
2470,여수시도시공사,공공기관,전남
2471,영상물등급위원회,공공기관,부산
2472,여주도시관리공단,공공기관,경기
2473,영월군시설관리공단,공공기관,강원
2474,예술의전당,공공기관,서울
2475,울산광역시 남구청,공공기관,울산
2476,울산광역시 동구청,공공기관,울산
2477,울산광역시 울주군청,공공기관,울산
2478,울산광역시 중구청,공공기관,울산
2479,울산광역시남구도시관리공단,공공기관,울산
2480,울산광역시도시공사,공공기관,울산
2481,울산광역시중구도시관리공단,공공기관,울산
2482,울주군시설관리공단,공공기관,울산
2483,원자력안전위원회,공공기관,서울
2484,월성종합사회복지관,공공기관,대구
2485,육군종합보급창,공공기관,세종
2486,육아정책연구소,공공기관,서울
2487,의료기기정보기술지원센터,공공기관,서울
2488,의료법인한전의료재단한일병원,공공기관,서울
2489,이천시시설관리공단,공공기관,경기
2490,인사혁신처,공공기관,세종
2491,인천광역시 교육청,공공기관,인천
2492,인천광역시의료원,공공기관,인천
2493,인천광역시중구시설관리공단,공공기관,인천
2494,인천신용보증재단,공공기관,인천
2495,장수한우지방공사,공공기관,전북
2496,재단법인 가람문화재연구원,공공기관,울산
2497,재단법인 경기도가족여성연구원,공공기관,경기
2498,재단법인 경기도문화의전당,공공기관,경기
2499,재단법인 경북바이오산업연구원,공공기관,경북
2500,재단법인 광주과학기술진흥원,공공기관,광주
2501,재단법인 광주전남연구원,공공기관,전남
2502,재단법인 광주정보. 문화산업진흥원,공공기관,광주
2503,재단법인 국제원산지정보원,공공기관,경기
2504,재단법인 대구경북과학기술원,공공기관,대구
2505,재단법인 대구경북첨단의료산업진흥재단,공공기관,대구
2506,재단법인 대구문화재단,공공기관,대구
2507,재단법인 대구오페라하우스,공공기관,대구
2508,재단법인 부천문화재단,공공기관,경기
2509,재단법인 에너지경제연구원,공공기관,울산
2510,재단법인 예술경영지원센터,공공기관,서울
2511,재단법인 오송첨단의료산업진흥재단,공공기관,충북
2512,재단법인 인천경제산업정보테크노파크,공공기관,인천
2513,재단법인 인천광역시부평구 문화재단,공공기관,인천
2514,재단법인 인천발전연구원,공공기관,인천
2515,재단법인 일제강제동원피해자지원재단,공공기관,서울
2516,재단법인 전남복지재단,공공기관,전남
2517,재단법인 전라남도중소기업 종합지원센터,공공기관,전남
2518,재단법인 제주문화예술재단,공공기관,제주
2519,재단법인 제주여성가족연구원,공공기관,제주
2520,재단법인 제주특별자치도 경제통상진흥원,공공기관,제주
2521,재단법인 포항테크노파크,공공기관,경북
2522,재단법인 한국공예디자인문화진흥원,공공기관,서울
2523,재단법인 한국나노기술원,공공기관,경기
2524,재단법인 한국농촌경제연구원,공공기관,전남
2525,재단법인 한국데이터진흥원,공공기관,서울
2526,재단법인 한국로봇산업진흥원,공공기관,대구
2527,재외동포재단,공공기관,서울
2528,전남개발공사,공공기관,전남
2529,전남대학교병원,공공기관,광주
2530,전라남도 나주시청,공공기관,전남
2531,전라남도 신안군청,공공기관,전남
2532,전라남도 영광군청,공공기관,전남
2533,전라북도 고창군청,공공기관,전북
2534,전라북도 부안군청,공공기관,전북
2535,전라북도 완주군청,공공기관,전북
2536,전라북도 장수군청,공공기관,전북
2537,전라북도 진안군청,공공기관,전북
2538,전략물자관리원,공공기관,서울
2539,전북개발공사,공공기관,전북
2540,전쟁기념사업회,공공기관,서울
2541,정보통신산업진흥원,공공기관,충북
2542,정보통신정책연구원,공공기관,충북
2543,정부법무공단,공공기관,서울
2544,정선군시설관리공단,공공기관,강원
2545,제주대학교병원,공공기관,제주
2546,제주신용보증재단,공공기관,제주
2547,제주특별자치도 교육청,공공기관,제주
2548,제주특별자치도 제주의료원,공공기관,제주
2549,주식회사 강원랜드,공공기관,강원
2550,주식회사 워터웨이플러스,공공기관,경기
2551,주식회사 인천항보안공사,공공기관,인천
2552,주택관리공단 주식회사,공공기관,경남
2553,창원경륜공단,공공기관,경남
2554,청도공영사업공사,공공기관,경북
2555,청라국제어린이집,공공기관,인천
2556,춘천도시공사,공공기관,강원
2557,충남대학교병원,공공기관,대전
2558,충북대학교병원,공공기관,충북
2559,충청남도 계룡시청,공공기관,충남
2560,충청남도 서천군청,공공기관,충남
2561,충청남도 태안군청,공공기관,충남
2562,충청남도개발공사,공공기관,충남
2563,충청북도충주의료원,공공기관,충북
2564,코레일네트웍스(주),공공기관,서울
2565,코레일로지스(주),공공기관,경기
2566,코레일유통주식회사,공공기관,서울
2567,코레일테크(주),공공기관,대전
2568,태권도진흥재단,공공기관,전북
2569,통계청,공공기관,대전
2570,통영관광개발공사,공공기관,경남
2571,통일부,공공기관,서울
2572,통일연구원,공공기관,서울
2573,특허청,공공기관,대전
2574,평택도시공사,공공기관,경기
2575,포항시시설관리공단,공공기관,경북
2576,하남도시공사,공공기관,경기
2577,한국고전번역원,공공기관,서울
2578,한국공정거래조정원,공공기관,서울
2579,한국과학기술기획평가원,공공기관,서울
2580,한국과학기술원,공공기관,대전
2581,한국교육개발원,공공기관,충북
2582,한국교통연구원,공공기관,세종
2583,한국국방연구원,공공기관,서울
2584,한국국제보건의료재단,공공기관,서울
2585,한국기술교육대학교,공공기관,충남
2586,한국노동연구원,공공기관,세종
2587,한국도박문제관리센터,공공기관,서울
2588,한국디자인진흥원,공공기관,경기
2589,한국문화관광연구원,공공기관,서울
2590,한국문화예술교육진흥원,공공기관,서울
2591,한국문화재재단,공공기관,서울
2592,한국문화정보원,공공기관,서울
2593,한국문화진흥(주),공공기관,경기
2594,한국방송통신전파진흥원,공공기관,전남
2595,한국법무보호복지공단,공공기관,경북
2596,한국법제연구원,공공기관,세종
2597,한국보건사회연구원,공공기관,세종
2598,한국사학진흥재단,공공기관,대구
2599,한국사회복지협의회,공공기관,서울
2600,한국산림복지진흥원,공공기관,대전
2601,한국산업은행,공공기관,서울
2602,한국상하수도협회,공공기관,서울
2603,한국생명공학연구원,공공기관,대전
2604,한국석유관리원,공공기관,경기
2605,한국소방산업기술원,공공기관,경기
2606,한국수출입은행,공공기관,서울
2607,한국승강기안전공단,공공기관,경남
2608,한국시설안전공단,공공기관,경남
2609,한국식품안전관리인증원,공공기관,충북
2610,한국어촌어항협회,공공기관,서울
2611,한국언론진흥재단,공공기관,서울
2612,한국에너지공단,공공기관,경기
2613,한국에너지정보문화재단,공공기관,서울
2614,한국여성정책연구원,공공기관,서울
2615,한국영상자료원,공공기관,서울
2616,한국예술인복지재단,공공기관,서울
2617,한국원자력안전재단,공공기관,경기
2618,한국원자력의학원,공공기관,서울
2619,한국원자력통제기술원,공공기관,대전
2620,한국의료분쟁조정중재원,공공기관,서울
2621,한국의약품안전관리원,공공기관,경기
2622,한국저작권위원회,공공기관,경남
2623,한국전력 국제원자력대학원대학교,공공기관,울산
2624,한국조세재정연구원,공공기관,세종
2625,한국지방재정공제회,공공기관,서울
2626,한국직업능력개발원,공공기관,세종
2627,한국청소년정책연구원,공공기관,세종
2628,한국출판문화산업진흥원,공공기관,전북
2629,한국토지주택공사,공공기관,경남
2630,한국투자공사,공공기관,서울
2631,한국학중앙연구원,공공기관,경기
2632,한국해양수산개발원,공공기관,부산
2633,한국해양조사협회,공공기관,서울
2634,한국행정연구원,공공기관,서울
2635,한국형사정책연구원,공공기관,서울
2636,한국형수치예보모델개발사업단,공공기관,서울
2637,한약진흥재단,공공기관,경북
2638,한전케이피에스 주식회사,공공기관,전남
2639,항공안전기술원,공공기관,인천
2640,한국항로표지기술원,공공기관,세종
2641,해군2함대사령부2수리창,공공기관,경기
2642,해군본부,공공기관,충남
2643,해군정비창,공공기관,경남
2644,해양경찰청,공공기관,세종
2645,해양수산부,공공기관,세종
2646,행정중심복합도시건설청,공공기관,세종
2647,환경보전협회,공공기관,서울
2648,환경부,공공기관,세종
2649,(주)건화,대기업,경기
2650,(주)도화엔지니어링,대기업,서울
2651,(주)동일기술공사,대기업,서울
2652,(주)삼안,대기업,경기
2653,(주)삼우씨엠건축사사무소,대기업,서울
2654,(주)서영엔지니어링,대기업,경기
2655,(주)선진FS,대기업,경기
2656,(주)수성엔지니어링,대기업,경남
2657,(주)이산,대기업,경기
2658,(주)평화엔지니어링,대기업,전남
2659,(주)한국얀센,대기업,서울
2660,SK인천석유화학(주),대기업,인천
2661,국제약품(주),대기업,경기
2662,넷마블 주식회사,대기업,서울
2663,동부엔지니어링(주),대기업,경기
2664,두산중공업(주),대기업,경남
2665,롯데제이티비 주식회사,대기업,서울
2666,메트라이프생명보험(주),대기업,서울
2667,삼성화재서비스손해사정(주),대기업,서울
