"성별","직업대분류별","연령별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"전체","서비스 종사자","45~49세","연간특별급여액","원","2297214","2210210","1409190","1752869","1979697","1510131","1284892","1716000","1783000","1860000","1579000",
"전체","서비스 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","50~54세","월임금총액","원","1756988.58333","1770081.25","1665549.33333","1659346.58333","1750409.58333","1706361.83333","1641006.25","1690000","1859000","2052000","2093000",
"전체","서비스 종사자","50~54세","월급여액","원","1552696","1579402","1556692","1537725","1638400","1618306","1568342","1603000","1758000","1963000","2018000",
"전체","서비스 종사자","50~54세","정액급여","원","1447749","1456464","1459138","1440564","1504962","1500312","1448098","1491000","1639000","1836000","1897000",
"전체","서비스 종사자","50~54세","초과급여","원","104947","122938","97554","97161","133438","117994","120244","113000","119000","127000","121000",
"전체","서비스 종사자","50~54세","연간특별급여액","원","2451511","2288151","1306288","1459459","1344115","1056670","871971","1044000","1209000","1071000","907000",
"전체","서비스 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","55~59세","월임금총액","원","1688627.83333","1581520.08333","1577819.41667","1692942.75","2166660.08333","1547929.83333","1524021.16667","1525000","1717000","1913000","1965000",
"전체","서비스 종사자","55~59세","월급여액","원","1515590","1437631","1481155","1580838","1908894","1476220","1464236","1461000","1644000","1831000","1893000",
"전체","서비스 종사자","55~59세","정액급여","원","1414104","1336726","1387016","1465656","1760804","1370520","1358388","1361000","1540000","1719000","1784000",
"전체","서비스 종사자","55~59세","초과급여","원","101486","100905","94139","115182","148090","105700","105848","100000","104000","112000","109000",
"전체","서비스 종사자","55~59세","연간특별급여액","원","2076454","1726669","1159973","1345257","3093193","860518","717422","764000","874000","980000","860000",
"전체","서비스 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"전체","서비스 종사자","60세이상","월임금총액","원","1340806.66667","1383137.41667","1146138.5","1199739.5","1252280.91667","1207720","1195317.66667","1190000","1316000","1469000","1606000",
"전체","서비스 종사자","60세이상","월급여액","원","1285572","1304769","1113993","1162581","1225027","1191724","1180004","1176000","1300000","1448000","1589000",
"전체","서비스 종사자","60세이상","정액급여","원","1246986","1258366","1080409","1110285","1166273","1132118","1112857","1121000","1241000","1382000","1524000",
"전체","서비스 종사자","60세이상","초과급여","원","38586","46403","33584","52296","58754","59606","67147","55000","59000","66000","66000",
"전체","서비스 종사자","60세이상","연간특별급여액","원","662816","940421","385746","445902","327047","191952","183764","175000","184000","247000","194000",
"전체","서비스 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","계","월임금총액","원","2526483.58333","2618933.25","2778257","2697726.16667","2816927","2836871.66667","2857086.66667","2971000","2998000","3081000","3223000",
"전체","판매 종사자","계","월급여액","원","2167108","2270084","2390258","2357269","2454217","2461685","2544833","2633000","2691000","2784000","2904000",
"전체","판매 종사자","계","정액급여","원","2090804","2192793","2298775","2267394","2338302","2333839","2430729","2522000","2573000","2660000","2786000",
"전체","판매 종사자","계","초과급여","원","76304","77291","91483","89875","115914","127846","114104","111000","118000","124000","118000",
"전체","판매 종사자","계","연간특별급여액","원","4312507","4186191","4655988","4085486","4352520","4502240","3747044","4057000","3685000","3560000","3831000",
"전체","판매 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","19세이하","월임금총액","원","958612.33333","1004897.33333","1039355.91667","945430.08333","1187989.41667","1410195.58333","1299084.41667","1097000","1287000","1590000","1655000",
"전체","판매 종사자","19세이하","월급여액","원","921851","984178","1019956","932632","1153826","1380922","1262362","1065000","1277000","1584000","1648000",
"전체","판매 종사자","19세이하","정액급여","원","871701","899838","963144","867480","1020329","1234478","1183009","993000","1156000","1512000","1580000",
"전체","판매 종사자","19세이하","초과급여","원","50150","84340","56812","65151","133497","146443","79354","72000","121000","73000","68000",
"전체","판매 종사자","19세이하","연간특별급여액","원","441136","248632","232799","153577","409961","351283","440669","390000","125000","62000","88000",
"전체","판매 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","20~24세","월임금총액","원","1440646.75","1403160.16667","1626177.33333","1613983.66667","1646623.66667","1690709.5","1659396.91667","1691000","1517000","1861000","1919000",
"전체","판매 종사자","20~24세","월급여액","원","1369940","1338404","1539648","1509419","1553987","1602395","1576885","1622000","1484000","1814000","1855000",
"전체","판매 종사자","20~24세","정액급여","원","1274652","1253264","1435141","1399289","1400587","1478462","1471543","1540000","1412000","1730000","1763000",
"전체","판매 종사자","20~24세","초과급여","원","95287","85140","104507","110130","153400","123933","105342","82000","72000","85000","93000",
"전체","판매 종사자","20~24세","연간특별급여액","원","848481","777074","1038352","1254776","1111640","1059774","990143","829000","398000","561000","758000",
"전체","판매 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","25~29세","월임금총액","원","2022733.83333","2084398.58333","2145741.41667","2173048.08333","2301595","2287602.83333","2286672.91667","2362000","2433000","2453000","2592000",
"전체","판매 종사자","25~29세","월급여액","원","1804034","1869303","1932924","1934695","2044601","2082086","2103392","2171000","2268000","2290000","2390000",
"전체","판매 종사자","25~29세","정액급여","원","1710900","1782564","1823007","1832000","1903809","1932878","1977158","2059000","2151000","2171000","2267000",
"전체","판매 종사자","25~29세","초과급여","원","93134","86738","109917","102695","140792","149208","126234","112000","118000","120000","123000",
"전체","판매 종사자","25~29세","연간특별급여액","원","2624398","2581147","2553809","2860237","3083928","2466202","2199371","2295000","1974000","1949000","2433000",
"전체","판매 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","30~34세","월임금총액","원","2539995.25","2574502","2712124.58333","2606623.08333","2719576.58333","2749593.91667","2816540.5","2891000","2939000","3041000","3125000",
"전체","판매 종사자","30~34세","월급여액","원","2172678","2244705","2340623","2283517","2385905","2413074","2534367","2588000","2662000","2760000","2817000",
"전체","판매 종사자","30~34세","정액급여","원","2087303","2171984","2241219","2191892","2256342","2272211","2409708","2471000","2558000","2625000","2699000",
"전체","판매 종사자","30~34세","초과급여","원","85375","72720","99404","91625","129563","140862","124660","118000","104000","135000","119000",
"전체","판매 종사자","30~34세","연간특별급여액","원","4407807","3957564","4458019","3877273","4004059","4038239","3386082","3629000","3319000","3370000","3688000",
"전체","판매 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","35~39세","월임금총액","원","2809422.75","2929861.75","3096881.08333","3053110.91667","3088493.33333","3242057.08333","3221707.08333","3357000","3250000","3457000","3586000",
"전체","판매 종사자","35~39세","월급여액","원","2392484","2522758","2640841","2651237","2668244","2789216","2877207","2980000","2942000","3091000","3204000",
"전체","판매 종사자","35~39세","정액급여","원","2321972","2441436","2554202","2565399","2555481","2662276","2755965","2848000","2812000","2946000","3065000",
"전체","판매 종사자","35~39세","초과급여","원","70512","81323","86640","85838","112763","126940","121241","132000","130000","145000","139000",
"전체","판매 종사자","35~39세","연간특별급여액","원","5003265","4885245","5472481","4822487","5042992","5434093","4134001","4524000","3695000","4384000","4587000",
"전체","판매 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","40~44세","월임금총액","원","2877386.16667","2953843.91667","3296482.91667","3102499.25","3245845","3275739.91667","3293065.25","3505000","3603000","3596000","3670000",
"전체","판매 종사자","40~44세","월급여액","원","2402809","2497747","2744914","2678518","2792574","2776870","2900111","3061000","3206000","3219000","3295000",
"전체","판매 종사자","40~44세","정액급여","원","2336918","2422986","2653050","2581240","2678302","2654255","2783314","2944000","3071000","3087000","3169000",
"전체","판매 종사자","40~44세","초과급여","원","65891","74761","91865","97278","114272","122615","116796","116000","135000","131000","127000",
"전체","판매 종사자","40~44세","연간특별급여액","원","5694926","5473163","6618827","5087775","5439252","5986439","4715451","5328000","4769000","4528000","4495000",
"전체","판매 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","45~49세","월임금총액","원","2909100.08333","2973184.66667","3337424.33333","3035121.66667","3124523.5","2999565.25","3095240.16667","3260000","3332000","3425000","3563000",
"전체","판매 종사자","45~49세","월급여액","원","2436883","2521444","2753716","2597188","2650359","2539701","2669870","2807000","2887000","3052000","3155000",
"전체","판매 종사자","45~49세","정액급여","원","2374626","2445575","2675605","2515094","2547035","2415488","2552351","2687000","2757000","2920000","3033000",
"전체","판매 종사자","45~49세","초과급여","원","62257","75869","78111","82094","103324","124212","117519","120000","130000","132000","121000",
"전체","판매 종사자","45~49세","연간특별급여액","원","5666605","5420888","7004500","5255204","5689974","5518371","5104442","5436000","5334000","4479000","4894000",
"전체","판매 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","50~54세","월임금총액","원","2574472.25","3076374.41667","3241359.33333","3101745.66667","3113612.16667","2984776.08333","2955907.33333","2969000","3337000","3225000","3425000",
"전체","판매 종사자","50~54세","월급여액","원","2170373","2614601","2761718","2658509","2670370","2532315","2550013","2554000","2874000","2842000","3020000",
"전체","판매 종사자","50~54세","정액급여","원","2116378","2546429","2690846","2587202","2588897","2418648","2451260","2453000","2749000","2724000","2911000",
"전체","판매 종사자","50~54세","초과급여","원","53995","68172","70872","71308","81473","113667","98753","101000","125000","117000","109000",
"전체","판매 종사자","50~54세","연간특별급여액","원","4849191","5541281","5755696","5318840","5318906","5429533","4870732","4984000","5556000","4598000","4863000",
"전체","판매 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","55~59세","월임금총액","원","2821754.16667","2807450.16667","2801249.75","2708883.33333","2800240.83333","2830886","2989463.5","3206000","3104000","3064000","3217000",
"전체","판매 종사자","55~59세","월급여액","원","2430848","2436428","2507676","2425577","2505476","2442070","2677243","2841000","2762000","2745000","2910000",
"전체","판매 종사자","55~59세","정액급여","원","2378445","2388653","2468922","2373307","2451646","2345334","2608199","2756000","2637000","2635000","2801000",
"전체","판매 종사자","55~59세","초과급여","원","52403","47775","38754","52270","53830","96736","69044","85000","125000","110000","109000",
"전체","판매 종사자","55~59세","연간특별급여액","원","4690874","4452266","3522885","3399676","3537178","4665792","3746646","4373000","4105000","3831000","3678000",
"전체","판매 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"전체","판매 종사자","60세이상","월임금총액","원","2669684.08333","2488743.16667","2599826.5","2583710.08333","2423990.16667","2576350.25","2712538.83333","2853000","2944000","2870000","2861000",
"전체","판매 종사자","60세이상","월급여액","원","2469141","2268373","2363456","2380488","2295100","2378751","2575089","2652000","2803000","2693000","2724000",
"전체","판매 종사자","60세이상","정액급여","원","2446029","2231188","2329055","2356911","2265277","2322414","2537333","2626000","2746000","2640000","2672000",
"전체","판매 종사자","60세이상","초과급여","원","23111","37185","34402","23577","29824","56336","37756","26000","57000","53000","52000",
"전체","판매 종사자","60세이상","연간특별급여액","원","2406517","2644442","2836446","2438665","1546682","2371191","1649398","2414000","1695000","2127000","1652000",
"전체","판매 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","계","월임금총액","원","2017522","2174909.83333","2258030.91667","2297467.83333","2225197.25","2332409.66667","2204442.08333","2489000","2531000","2461000","2506000",
"전체","농림어업 숙련 종사자","계","월급여액","원","1769519","1913601","1954834","2018361","2046701","2151259","2047554","2289000","2313000","2305000","2402000",
"전체","농림어업 숙련 종사자","계","정액급여","원","1666704","1821565","1823325","1877487","1910902","1981893","1889393","2116000","2113000","2158000","2254000",
"전체","농림어업 숙련 종사자","계","초과급여","원","102815","92036","131508","140874","135800","169365","158161","173000","200000","147000","148000",
"전체","농림어업 숙련 종사자","계","연간특별급여액","원","2976036","3135706","3638363","3349282","2141955","2173808","1882657","2396000","2620000","1874000","1250000",
"전체","농림어업 숙련 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","19세이하","월임금총액","원","1355292","-","1939342","1658568.41667","1545471","2011813.33333","1815078.16667","1818000","1951000","1864000","1766000",
"전체","농림어업 숙련 종사자","19세이하","월급여액","원","1355292","-","1939342","1638936","1545471","1892749","1791835","1782000","1935000","1801000","1766000",
"전체","농림어업 숙련 종사자","19세이하","정액급여","원","1355292","-","1667818","1499838","1254089","1859256","1628613","1493000","1674000","1612000","1716000",
"전체","농림어업 숙련 종사자","19세이하","초과급여","원","0","-","271524","139098","291382","33493","163222","289000","261000","190000","50000",
"전체","농림어업 숙련 종사자","19세이하","연간특별급여액","원","0","-","-","235589","-","1428772","278918","427000","190000","753000","",
"전체","농림어업 숙련 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","20~24세","월임금총액","원","1374809.08333","1008949.33333","1478145.16667","1631653.83333","1538068.83333","1776991.33333","1665945.08333","1895000","1852000","2120000","2005000",
"전체","농림어업 숙련 종사자","20~24세","월급여액","원","1340011","971862","1432094","1589234","1518809","1742212","1626861","1840000","1799000","2042000","1954000",
"전체","농림어업 숙련 종사자","20~24세","정액급여","원","1291075","948760","1326606","1486837","1419302","1505071","1456665","1618000","1681000","1880000","1845000",
"전체","농림어업 숙련 종사자","20~24세","초과급여","원","48936","23102","105488","102397","99507","237141","170196","222000","118000","163000","109000",
"전체","농림어업 숙련 종사자","20~24세","연간특별급여액","원","417577","445048","552614","509038","231118","417352","469009","653000","634000","934000","618000",
"전체","농림어업 숙련 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","25~29세","월임금총액","원","1739971.66667","1831280.91667","1825677.25","1717763.33333","1814135.58333","2044555.66667","1920558.91667","1945000","2168000","2190000","2293000",
"전체","농림어업 숙련 종사자","25~29세","월급여액","원","1631464","1728407","1722418","1632624","1755139","1953691","1837749","1817000","2056000","2108000","2228000",
"전체","농림어업 숙련 종사자","25~29세","정액급여","원","1516229","1681620","1625175","1546530","1673999","1800947","1683207","1669000","1915000","1954000","2097000",
"전체","농림어업 숙련 종사자","25~29세","초과급여","원","115235","46787","97243","86094","81140","152745","154542","147000","140000","154000","132000",
"전체","농림어업 숙련 종사자","25~29세","연간특별급여액","원","1302092","1234487","1239111","1021672","707959","1090376","993719","1537000","1349000","987000","778000",
"전체","농림어업 숙련 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","30~34세","월임금총액","원","2229339.91667","2196093.75","2127836.58333","2456345.41667","2121671.75","2554994.83333","2238927","2566000","2527000","2518000","2620000",
"전체","농림어업 숙련 종사자","30~34세","월급여액","원","1952324","1959726","1912676","2128561","1971655","2371099","2105089","2329000","2332000","2326000","2501000",
"전체","농림어업 숙련 종사자","30~34세","정액급여","원","1787606","1840166","1766611","1935218","1845786","2029115","1904310","2118000","2162000","2168000","2364000",
"전체","농림어업 숙련 종사자","30~34세","초과급여","원","164718","119560","146065","193343","125870","341984","200779","211000","170000","158000","137000",
"전체","농림어업 숙련 종사자","30~34세","연간특별급여액","원","3324191","2836413","2581927","3933413","1800201","2206750","1606056","2850000","2341000","2297000","1426000",
"전체","농림어업 숙련 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","35~39세","월임금총액","원","2038473.75","2454639","2614522.08333","2404666.66667","2582313.75","2656905.25","2860426.16667","2791000","2832000","2758000","2809000",
"전체","농림어업 숙련 종사자","35~39세","월급여액","원","1796596","2151435","2248423","2103700","2351657","2453059","2588033","2547000","2467000","2532000","2642000",
"전체","농림어업 숙련 종사자","35~39세","정액급여","원","1659845","2015302","2048366","1911964","2184162","2281928","2341060","2322000","2223000","2351000","2426000",
"전체","농림어업 숙련 종사자","35~39세","초과급여","원","136750","136133","200057","191736","167495","171131","246973","225000","244000","181000","216000",
"전체","농림어업 숙련 종사자","35~39세","연간특별급여액","원","2902533","3638448","4393189","3611600","2767881","2446155","3268718","2930000","4383000","2712000","2000000",
"전체","농림어업 숙련 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","40~44세","월임금총액","원","2489710.25","2598927.33333","2811290.41667","2791928.33333","2421210.08333","2832275.66667","2858191.25","2928000","3034000","3145000","2771000",
"전체","농림어업 숙련 종사자","40~44세","월급여액","원","2058325","2118092","2336709","2397956","2197554","2605305","2541327","2652000","2714000","2842000","2622000",
"전체","농림어업 숙련 종사자","40~44세","정액급여","원","1921789","2011219","2177814","2244315","2038116","2463659","2322995","2450000","2403000","2645000","2436000",
"전체","농림어업 숙련 종사자","40~44세","초과급여","원","136535","106873","158895","153641","159438","141646","218332","202000","310000","197000","186000",
"전체","농림어업 숙련 종사자","40~44세","연간특별급여액","원","5176623","5770024","5694977","4727668","2683873","2723648","3802371","3311000","3841000","3641000","1787000",
"전체","농림어업 숙련 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","45~49세","월임금총액","원","2050471.33333","2423521.25","2462473.75","2801281.58333","2681881.08333","2489355.91667","2514957.25","2866000","2893000","3059000","2887000",
"전체","농림어업 숙련 종사자","45~49세","월급여액","원","1775968","2137210","2056881","2372264","2389892","2210056","2264030","2591000","2644000","2817000","2762000",
"전체","농림어업 숙련 종사자","45~49세","정액급여","원","1665456","2027069","1927312","2244327","2223043","2026249","2083337","2409000","2358000","2651000","2550000",
"전체","농림어업 숙련 종사자","45~49세","초과급여","원","110513","110141","129569","127937","166848","183807","180693","182000","286000","166000","211000",
"전체","농림어업 숙련 종사자","45~49세","연간특별급여액","원","3294040","3435735","4867113","5148211","3503869","3351599","3011127","3303000","2992000","2907000","1502000",
"전체","농림어업 숙련 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","50~54세","월임금총액","원","2212820.25","2372472.41667","2243512.16667","2339855.58333","2432701.91667","2290386.58333","2306553.91667","2539000","2675000","2567000","2671000",
"전체","농림어업 숙련 종사자","50~54세","월급여액","원","1862871","2065036","1870901","2028798","2185327","2081171","2075931","2293000","2432000","2395000","2546000",
"전체","농림어업 숙련 종사자","50~54세","정액급여","원","1775095","1938191","1745501","1845639","1998135","1936144","1926115","2170000","2215000","2251000","2343000",
"전체","농림어업 숙련 종사자","50~54세","초과급여","원","87776","126845","125401","183159","187192","145027","149816","123000","216000","144000","203000",
"전체","농림어업 숙련 종사자","50~54세","연간특별급여액","원","4199391","3689237","4471334","3732691","2968499","2510587","2767475","2944000","2922000","2060000","1496000",
"전체","농림어업 숙련 종사자","50~54세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","55~59세","월임금총액","원","1776226.91667","2002875.41667","2117412.5","2266234.08333","2766915.66667","2098527.33333","2205516.83333","2744000","2475000","2321000","2480000",
"전체","농림어업 숙련 종사자","55~59세","월급여액","원","1570145","1733127","1850021","1953595","2408544","1932109","2097577","2485000","2213000","2198000","2376000",
"전체","농림어업 숙련 종사자","55~59세","정액급여","원","1540571","1686352","1727472","1812823","2205392","1805282","1967546","2303000","2043000","2087000","2264000",
"전체","농림어업 숙련 종사자","55~59세","초과급여","원","29574","46775","122549","140772","203152","126827","130031","183000","170000","112000","111000",
"전체","농림어업 숙련 종사자","55~59세","연간특별급여액","원","2472983","3236981","3208698","3751669","4300460","1997020","1295278","3097000","3141000","1467000","1253000",
"전체","농림어업 숙련 종사자","55~59세","임금격차","%","-","-","-","-","","","","","","","",
"전체","농림어업 숙련 종사자","60세이상","월임금총액","원","1578079.75","1755040.58333","1595154.25","1540358.91667","1628570.91667","1767569.08333","1585548.58333","2134000","1920000","1890000","2089000",
"전체","농림어업 숙련 종사자","60세이상","월급여액","원","1501927","1639418","1531259","1481680","1589167","1657827","1547566","2045000","1841000","1835000","2041000",
"전체","농림어업 숙련 종사자","60세이상","정액급여","원","1484523","1609276","1492563","1446680","1539133","1566627","1480827","1937000","1762000","1740000","1986000",
"전체","농림어업 숙련 종사자","60세이상","초과급여","원","17404","30142","38696","35000","50034","91199","66739","108000","79000","95000","54000",
"전체","농림어업 숙련 종사자","60세이상","연간특별급여액","원","913833","1387471","766743","704147","472847","1316905","455791","1058000","946000","663000","583000",
"전체","농림어업 숙련 종사자","60세이상","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","계","월임금총액","원","2424988.41667","2507044.08333","2642700.41667","2707152.91667","2878847.83333","3150996.91667","2984410.08333","3073000","3191000","3294000","3360000",
"전체","기능원 및 관련 기능 종사자","계","월급여액","원","2046643","2123991","2214802","2316042","2432543","2604918","2556723","2645000","2772000","2898000","2961000",
"전체","기능원 및 관련 기능 종사자","계","정액급여","원","1824955","1882299","1939976","2034610","2134135","2271484","2224578","2345000","2461000","2589000","2662000",
"전체","기능원 및 관련 기능 종사자","계","초과급여","원","221688","241691","274826","281432","298408","333433","332145","299000","311000","310000","299000",
"전체","기능원 및 관련 기능 종사자","계","연간특별급여액","원","4540145","4596637","5134781","4693331","5355658","6552947","5132245","5142000","5026000","4755000","4786000",
"전체","기능원 및 관련 기능 종사자","계","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","19세이하","월임금총액","원","1530920.91667","1268433.75","1424256.33333","1444116.25","1518645.5","1820565.58333","1682806.83333","1792000","1765000","2056000","1996000",
"전체","기능원 및 관련 기능 종사자","19세이하","월급여액","원","1480129","1169060","1364922","1388608","1483142","1767163","1638251","1748000","1718000","2012000","1973000",
"전체","기능원 및 관련 기능 종사자","19세이하","정액급여","원","1115316","1035036","1156507","1165838","1247482","1476795","1465034","1527000","1544000","1741000","1792000",
"전체","기능원 및 관련 기능 종사자","19세이하","초과급여","원","364813","134024","208415","222770","235660","290369","173217","220000","174000","271000","182000",
"전체","기능원 및 관련 기능 종사자","19세이하","연간특별급여액","원","609503","1192485","712012","666099","426042","640831","534670","535000","563000","526000","265000",
"전체","기능원 및 관련 기능 종사자","19세이하","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","20~24세","월임금총액","원","1516746.25","1520208.58333","1682463.83333","1753568.16667","1868136.58333","2199633.16667","2043255.33333","2022000","2113000","2227000","2389000",
"전체","기능원 및 관련 기능 종사자","20~24세","월급여액","원","1406524","1434952","1553966","1621371","1739693","1927684","1901073","1905000","1983000","2134000","2263000",
"전체","기능원 및 관련 기능 종사자","20~24세","정액급여","원","1169005","1227653","1297041","1344021","1473481","1580971","1589291","1666000","1752000","1883000","1997000",
"전체","기능원 및 관련 기능 종사자","20~24세","초과급여","원","237519","207299","256925","277350","266212","346713","311782","239000","230000","252000","265000",
"전체","기능원 및 관련 기능 종사자","20~24세","연간특별급여액","원","1322667","1023079","1541974","1586366","1541323","3263390","1706188","1409000","1566000","1110000","1515000",
"전체","기능원 및 관련 기능 종사자","20~24세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","25~29세","월임금총액","원","1930313.5","1977759.91667","2042826.33333","2187055.33333","2278851.66667","2694460","2539721.91667","2475000","2603000","2681000","2770000",
"전체","기능원 및 관련 기능 종사자","25~29세","월급여액","원","1672085","1733586","1799636","1915432","2002040","2220566","2210232","2194000","2300000","2429000","2525000",
"전체","기능원 및 관련 기능 종사자","25~29세","정액급여","원","1470747","1510796","1551358","1663085","1728613","1860626","1836635","1923000","2007000","2160000","2248000",
"전체","기능원 및 관련 기능 종사자","25~29세","초과급여","원","201338","222790","248278","252347","273427","359940","373596","272000","293000","269000","277000",
"전체","기능원 및 관련 기능 종사자","25~29세","연간특별급여액","원","3098742","2930087","2918284","3259480","3321740","5686728","3953879","3368000","3633000","3023000","2938000",
"전체","기능원 및 관련 기능 종사자","25~29세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","30~34세","월임금총액","원","2200602.41667","2318612.16667","2474728.58333","2564336.83333","2680645.25","3553166.75","2927074.08333","2994000","2959000","3120000","3183000",
"전체","기능원 및 관련 기능 종사자","30~34세","월급여액","원","1910266","2010459","2113284","2194770","2287696","2751185","2480844","2518000","2596000","2742000","2800000",
"전체","기능원 및 관련 기능 종사자","30~34세","정액급여","원","1709437","1790472","1855256","1926832","1987132","2377500","2121692","2208000","2262000","2404000","2482000",
"전체","기능원 및 관련 기능 종사자","30~34세","초과급여","원","200829","219988","258028","267938","300564","373685","359152","310000","334000","338000","318000",
"전체","기능원 및 관련 기능 종사자","30~34세","연간특별급여액","원","3484037","3697838","4337335","4434802","4715391","9623781","5354761","5715000","4348000","4536000","4589000",
"전체","기능원 및 관련 기능 종사자","30~34세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","35~39세","월임금총액","원","2524321","2618889.5","2731246.25","2803677.41667","2942077.5","3160535","3102229.66667","3172000","3298000","3478000","3660000",
"전체","기능원 및 관련 기능 종사자","35~39세","월급여액","원","2142871","2234575","2301007","2411197","2513515","2664668","2665414","2730000","2858000","3031000","3152000",
"전체","기능원 및 관련 기능 종사자","35~39세","정액급여","원","1917310","2005429","2031133","2143676","2215829","2351514","2328406","2407000","2526000","2677000","2791000",
"전체","기능원 및 관련 기능 종사자","35~39세","초과급여","원","225560","229146","269874","267521","297687","313154","337008","323000","332000","353000","361000",
"전체","기능원 및 관련 기능 종사자","35~39세","연간특별급여액","원","4577400","4611774","5162871","4709765","5142750","5950404","5241788","5306000","5276000","5367000","6105000",
"전체","기능원 및 관련 기능 종사자","35~39세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","40~44세","월임금총액","원","2727320","2813337.16667","2904818.91667","3000242.16667","3230586.5","3438541.66667","3223473.16667","3295000","3394000","3525000","3627000",
"전체","기능원 및 관련 기능 종사자","40~44세","월급여액","원","2246298","2322696","2405208","2539497","2678783","2825997","2760821","2836000","2969000","3100000","3186000",
"전체","기능원 및 관련 기능 종사자","40~44세","정액급여","원","1994255","2056375","2135365","2258487","2362380","2495662","2436010","2533000","2644000","2760000","2851000",
"전체","기능원 및 관련 기능 종사자","40~44세","초과급여","원","252044","266321","269843","281010","316403","330335","324811","302000","325000","341000","334000",
"전체","기능원 및 관련 기능 종사자","40~44세","연간특별급여액","원","5772264","5887694","5995331","5528942","6621642","7350536","5551826","5512000","5095000","5089000","5300000",
"전체","기능원 및 관련 기능 종사자","40~44세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","45~49세","월임금총액","원","2809226.25","2894040.75","2947024.08333","3019126.33333","3193424.08333","3302001.25","3306546.66667","3467000","3575000","3713000","3721000",
"전체","기능원 및 관련 기능 종사자","45~49세","월급여액","원","2295526","2379277","2426900","2536316","2634533","2750068","2771198","2924000","3059000","3197000","3236000",
"전체","기능원 및 관련 기능 종사자","45~49세","정액급여","원","2028747","2091795","2115077","2216272","2304783","2401986","2429923","2601000","2730000","2872000","2927000",
"전체","기능원 및 관련 기능 종사자","45~49세","초과급여","원","266780","287482","311823","320044","329750","348082","341274","324000","329000","325000","310000",
"전체","기능원 및 관련 기능 종사자","45~49세","연간특별급여액","원","6164403","6177165","6241489","5793724","6706693","6623199","6424184","6507000","6187000","6192000","5818000",
"전체","기능원 및 관련 기능 종사자","45~49세","임금격차","%","-","-","-","-","","","","","","","",
"전체","기능원 및 관련 기능 종사자","50~54세","월임금총액","원","2698306.75","2772673.58333","2987033.5","2968585.58333","3153631.08333","3217262.83333","3291376.5","3363000","3622000","3580000","3740000",
"전체","기능원 및 관련 기능 종사자","50~54세","월급여액","원","2218702","2284513","2392492","2493494","2598995","2689201","2764052","2833000","3042000","3112000","3223000",
"전체","기능원 및 관련 기능 종사자","50~54세","정액급여","원","2005067","2014801","2053098","2157572","2265182","2337281","2393159","2505000","2674000","2796000","2914000",
