"성별","직업대분류별","연령별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"여자","사무 종사자","35~39세","연간특별급여액","원","5014963","4801158","5347029","5076646","5227511","5736473","5365868","4923000","4932000","5266000","5340000",
"여자","사무 종사자","35~39세","임금격차","%","69.19465","69.29977","73.54001","74.83314","74.30404","75.75896","75.65033","75.46161","76.56326","78.10817","79.17512",
"여자","사무 종사자","40~44세","월임금총액","원","2377603","2450188.25","2646929.16667","2769618.83333","2790523.75","2990781.33333","3081997","3142000","3262000","3512000","3679000",
"여자","사무 종사자","40~44세","월급여액","원","1999739","2085879","2250154","2391714","2426247","2565452","2647728","2710000","2825000","3039000","3183000",
"여자","사무 종사자","40~44세","정액급여","원","1932384","2017261","2174553","2308388","2345145","2479083","2561332","2624000","2744000","2947000","3099000",
"여자","사무 종사자","40~44세","초과급여","원","67355","68617","75601","83326","81101","86368","86397","86000","81000","92000","84000",
"여자","사무 종사자","40~44세","연간특별급여액","원","4534368","4371711","4761302","4534858","4371321","5103952","5211228","5181000","5249000","5681000","5953000",
"여자","사무 종사자","40~44세","임금격차","%","57.85692","59.38317","60.45804","61.98439","60.92235","60.86975","63.80134","65.69099","67.74663","70.32439","70.5465",
"여자","사무 종사자","45~49세","월임금총액","원","2537483.5","2506780.83333","2659335.91667","2772020","2793488.91667","2834097.66667","2889375.75","3052000","3219000","3503000","3643000",
"여자","사무 종사자","45~49세","월급여액","원","2136524","2144387","2300689","2437319","2488042","2520963","2556602","2711000","2822000","3062000","3187000",
"여자","사무 종사자","45~49세","정액급여","원","2063984","2073767","2226015","2355401","2400931","2437166","2474520","2628000","2738000","2970000","3099000",
"여자","사무 종사자","45~49세","초과급여","원","72540","70620","74674","81918","87111","83797","82083","83000","85000","92000","88000",
"여자","사무 종사자","45~49세","연간특별급여액","원","4811514","4348726","4303763","4016412","3665363","3757616","3993285","4093000","4758000","5295000","5475000",
"여자","사무 종사자","45~49세","임금격차","%","58.28384","57.59084","56.44032","56.68401","55.63093","52.41405","53.6884","55.79525","58.22029","61.2734","62.44429",
"여자","사무 종사자","50~54세","월임금총액","원","2595854.25","2532831.83333","2708801.91667","2931575.41667","2975409.25","3040765.25","3052003.66667","3153000","3241000","3366000","3536000",
"여자","사무 종사자","50~54세","월급여액","원","2215287","2205350","2339596","2589768","2645772","2710814","2741621","2843000","2915000","3019000","3192000",
"여자","사무 종사자","50~54세","정액급여","원","2163007","2143839","2262324","2507566","2545564","2615792","2665907","2765000","2835000","2939000","3117000",
"여자","사무 종사자","50~54세","초과급여","원","52281","61510","77272","82201","100208","95022","75714","78000","80000","80000","75000",
"여자","사무 종사자","50~54세","연간특별급여액","원","4566807","3929782","4430471","4101689","3955647","3959415","3724592","3717000","3915000","4164000","4129000",
"여자","사무 종사자","50~54세","임금격차","%","60.77756","59.00426","58.53833","60.24657","58.32284","56.75882","55.34729","56.65768","56.43392","56.3253","57.05987",
"여자","사무 종사자","55~59세","월임금총액","원","2225418.33333","2418937.58333","2674062.33333","2772910.83333","2963488.33333","3345724.83333","3192396.33333","3266000","3293000","3405000","3576000",
"여자","사무 종사자","55~59세","월급여액","원","1990854","2196072","2381412","2510205","2704219","3021263","2884140","2999000","3000000","3122000","3328000",
"여자","사무 종사자","55~59세","정액급여","원","1930612","2134302","2330887","2454764","2620982","2950590","2816904","2933000","2925000","3052000","3259000",
"여자","사무 종사자","55~59세","초과급여","원","60242","61770","50525","55441","83237","70673","67236","66000","75000","70000","69000",
"여자","사무 종사자","55~59세","연간특별급여액","원","2814772","2674387","3511804","3152470","3111232","3893542","3699076","3208000","3512000","3397000","2983000",
"여자","사무 종사자","55~59세","임금격차","%","59.35769","67.17078","67.7595","64.14122","64.84178","73.22767","66.05238","64.43085","63.37567","63.89567","62.50655",
"여자","사무 종사자","60세이상","월임금총액","원","2172114","2054684.33333","2363303.66667","3004256.5","2972640.25","2954895","3330472.41667","3217000","3064000","3581000","3446000",
"여자","사무 종사자","60세이상","월급여액","원","2036592","1902056","2175493","2688710","2769050","2838240","3036486","3025000","2869000","3409000","3304000",
"여자","사무 종사자","60세이상","정액급여","원","2017370","1886581","2150862","2648264","2733993","2799501","2994021","2993000","2833000","3355000","3244000",
"여자","사무 종사자","60세이상","초과급여","원","19221","15474","24631","40446","35057","38738","42465","32000","36000","54000","59000",
"여자","사무 종사자","60세이상","연간특별급여액","원","1626264","1831540","2253728","3786558","2443083","1399860","3527837","2307000","2345000","2073000","1706000",
"여자","사무 종사자","60세이상","임금격차","%","77.8753","75.26347","85.73335","87.65517","86.40582","84.43906","88.12785","82.23415","80.12552","80.27348","79.38263",
"여자","서비스 종사자","계","월임금총액","원","1519638.5","1517466.5","1510757.83333","1615995.41667","1635026.16667","1568031.83333","1513997.25","1515000","1644000","1766000","1866000",
"여자","서비스 종사자","계","월급여액","원","1376585","1385088","1394843","1484534","1507751","1479628","1441731","1450000","1584000","1701000","1818000",
"여자","서비스 종사자","계","정액급여","원","1305171","1309585","1329374","1416916","1425632","1385416","1350903","1363000","1495000","1611000","1729000",
"여자","서비스 종사자","계","초과급여","원","71414","75502","65469","67619","82120","94212","90827","87000","89000","90000","89000",
"여자","서비스 종사자","계","연간특별급여액","원","1716642","1588542","1390978","1577537","1527302","1060846","867195","777000","715000","781000","579000",
"여자","서비스 종사자","계","임금격차","%","66.4202","67.38277","63.74557","65.03082","63.1024","62.38131","62.26563","62.47423","63.67157","66.29129","67.04995",
"여자","서비스 종사자","19세이하","월임금총액","원","806166.16667","781843.66667","1037291.08333","1023278.58333","1003150.5","805870.5","801298.33333","794000","1143000","977000","1484000",
"여자","서비스 종사자","19세이하","월급여액","원","793705","773529","1029842","1019665","998167","802665","797233","790000","1138000","972000","1476000",
"여자","서비스 종사자","19세이하","정액급여","원","776603","743486","995705","966833","959665","760296","761462","729000","1089000","945000","1421000",
"여자","서비스 종사자","19세이하","초과급여","원","17102","30043","34137","52833","38503","42369","35771","61000","49000","27000","55000",
"여자","서비스 종사자","19세이하","연간특별급여액","원","149534","99776","89389","43363","59802","38466","48784","39000","60000","64000","92000",
"여자","서비스 종사자","19세이하","임금격차","%","104.80894","82.387","105.43607","105.91234","92.96722","88.76301","90.78656","77.53906","87.05255","96.16142","101.99313",
"여자","서비스 종사자","20~24세","월임금총액","원","1267584.91667","1318159.66667","1460078.16667","1486200.41667","1469774.08333","1478118","1401315.58333","1471000","1568000","1603000","1837000",
"여자","서비스 종사자","20~24세","월급여액","원","1185182","1250199","1388006","1434974","1418798","1419846","1363483","1447000","1536000","1578000","1808000",
"여자","서비스 종사자","20~24세","정액급여","원","1120032","1183763","1316467","1365411","1333251","1336910","1290291","1365000","1455000","1500000","1720000",
"여자","서비스 종사자","20~24세","초과급여","원","65150","66435","71539","69562","85546","82936","73192","82000","80000","78000","88000",
"여자","서비스 종사자","20~24세","연간특별급여액","원","988835","815528","864866","614717","611713","699264","453991","289000","384000","297000","354000",
"여자","서비스 종사자","20~24세","임금격차","%","92.55384","99.29489","96.78221","101.64607","100.56065","96.67978","91.89019","88.34835","98.43063","97.26942","96.48109",
"여자","서비스 종사자","25~29세","월임금총액","원","1717601.08333","1851033","2041312.33333","2004614.08333","1948913","2043910.08333","2048854.41667","1911000","2065000","2091000","2337000",
"여자","서비스 종사자","25~29세","월급여액","원","1497972","1619838","1745383","1829469","1806713","1827898","1842127","1835000","1957000","1986000","2215000",
"여자","서비스 종사자","25~29세","정액급여","원","1424266","1516442","1650986","1758237","1709046","1706675","1732975","1720000","1853000","1878000","2099000",
"여자","서비스 종사자","25~29세","초과급여","원","73706","103395","94397","71232","97667","121224","109152","114000","103000","108000","115000",
"여자","서비스 종사자","25~29세","연간특별급여액","원","2635549","2774340","3551152","2101741","1706400","2592145","2480729","913000","1292000","1256000","1473000",
"여자","서비스 종사자","25~29세","임금격차","%","95.244","94.74912","94.10567","96.7891","95.81979","93.15311","94.75453","84.78261","94.9862","93.22336","99.87179",
"여자","서비스 종사자","30~34세","월임금총액","원","2013354.91667","1923202.58333","2274744.83333","2647593","2214615.5","2470670.16667","2378442.5","2132000","2406000","2672000","2616000",
"여자","서비스 종사자","30~34세","월급여액","원","1685461","1614513","1820514","2079423","1926145","2091959","2051527","1982000","2218000","2407000","2445000",
"여자","서비스 종사자","30~34세","정액급여","원","1605335","1531954","1727952","2029893","1802053","1946696","1915963","1873000","2100000","2281000","2335000",
"여자","서비스 종사자","30~34세","초과급여","원","80126","82559","92562","49529","124092","145263","135563","109000","118000","127000","110000",
"여자","서비스 종사자","30~34세","연간특별급여액","원","3934727","3704275","5450770","6818040","3461646","4544534","3922986","1801000","2249000","3174000","2056000",
"여자","서비스 종사자","30~34세","임금격차","%","87.43599","83.11469","94.83091","105.66854","88.64746","89.13557","91.16863","80.39216","93.83775","100.75415","94.81696",
"여자","서비스 종사자","35~39세","월임금총액","원","1741825.33333","1634948.83333","1842006.66667","2034107.75","2137200.75","2284019.58333","2212635.75","2122000","2424000","2415000","2447000",
"여자","서비스 종사자","35~39세","월급여액","원","1513607","1479887","1565338","1702069","1837069","1958362","1968547","1890000","2208000","2159000","2296000",
"여자","서비스 종사자","35~39세","정액급여","원","1443307","1428008","1491155","1631317","1754670","1844144","1859801","1781000","2078000","2057000","2152000",
"여자","서비스 종사자","35~39세","초과급여","원","70300","51879","74182","70752","82399","114218","108745","109000","130000","102000","144000",
"여자","서비스 종사자","35~39세","연간특별급여액","원","2738620","1860742","3320024","3984465","3601581","3907891","2929065","2778000","2594000","3072000","1806000",
"여자","서비스 종사자","35~39세","임금격차","%","66.11748","63.64317","68.87298","74.50177","82.15866","71.99479","78.46003","74.09218","84.16667","78.5877","78.17891",
"여자","서비스 종사자","40~44세","월임금총액","원","1506022.33333","1451380.08333","1487149.08333","1631981.16667","2222573.08333","1670786.08333","1813394.5","1850000","1891000","2178000","2146000",
"여자","서비스 종사자","40~44세","월급여액","원","1383584","1354791","1392313","1516672","1836481","1559247","1663161","1674000","1756000","1994000","2047000",
"여자","서비스 종사자","40~44세","정액급여","원","1315909","1291610","1331548","1451624","1774952","1472281","1582186","1586000","1647000","1899000","1938000",
"여자","서비스 종사자","40~44세","초과급여","원","67675","63182","60765","65048","61529","86966","80975","88000","109000","95000","108000",
"여자","서비스 종사자","40~44세","연간특별급여액","원","1469260","1159069","1138033","1383710","4633105","1338469","1802802","2104000","1626000","2202000","1194000",
"여자","서비스 종사자","40~44세","임금격차","%","50.35425","56.36639","53.47087","55.57842","81.914","54.63205","61.06215","63.85916","58.65385","67.34694","64.44444",
"여자","서비스 종사자","45~49세","월임금총액","원","1422675","1462098.91667","1431233.5","1536818.58333","1593181.33333","1560532","1559980.41667","1649000","1686000","1884000","1941000",
"여자","서비스 종사자","45~49세","월급여액","원","1332069","1355361","1374558","1465779","1490902","1505256","1500778","1559000","1618000","1804000","1887000",
"여자","서비스 종사자","45~49세","정액급여","원","1256533","1283673","1313350","1395651","1407714","1415369","1405111","1462000","1514000","1705000","1792000",
"여자","서비스 종사자","45~49세","초과급여","원","75536","71688","61208","70129","83188","89887","95666","97000","104000","99000","95000",
"여자","서비스 종사자","45~49세","연간특별급여액","원","1087272","1280855","680106","852475","1227352","663312","710429","1080000","820000","957000","650000",
"여자","서비스 종사자","45~49세","임금격차","%","45.25326","49.94879","49.34899","50.24223","50.78775","53.70496","54.28814","55.52189","49.58824","55.15222","56.65499",
"여자","서비스 종사자","50~54세","월임금총액","원","1454944.08333","1498052.91667","1404605.66667","1405892.75","1483459.25","1530933.58333","1451902.08333","1520000","1632000","1816000","1884000",
"여자","서비스 종사자","50~54세","월급여액","원","1338882","1371748","1342782","1336746","1418298","1476676","1413607","1471000","1587000","1769000","1847000",
"여자","서비스 종사자","50~54세","정액급여","원","1256063","1270500","1274706","1266472","1328333","1368604","1308263","1375000","1489000","1665000","1752000",
"여자","서비스 종사자","50~54세","초과급여","원","82819","101248","68076","70274","89965","108072","105344","96000","98000","104000","95000",
"여자","서비스 종사자","50~54세","연간특별급여액","원","1392745","1515659","741884","829761","781935","651091","459541","587000","532000","567000","439000",
"여자","서비스 종사자","50~54세","임금격차","%","50.58419","48.87161","47.05622","47.41012","49.55886","54.21961","49.35147","51.5429","51.20803","55.41654","58.473",
"여자","서비스 종사자","55~59세","월임금총액","원","1419752.66667","1406250.33333","1323414.58333","1401320.75","1406870.25","1411360.5","1389023.25","1407000","1535000","1721000","1801000",
"여자","서비스 종사자","55~59세","월급여액","원","1327658","1306939","1262767","1339201","1356078","1365790","1353025","1363000","1505000","1684000","1767000",
"여자","서비스 종사자","55~59세","정액급여","원","1257313","1228640","1204686","1259837","1268655","1269705","1259233","1273000","1416000","1586000","1673000",
"여자","서비스 종사자","55~59세","초과급여","원","70345","78299","58081","79364","87423","96085","93792","90000","89000","98000","93000",
"여자","서비스 종사자","55~59세","연간특별급여액","원","1105136","1191736","727771","745437","609507","546846","431979","528000","366000","448000","412000",
"여자","서비스 종사자","55~59세","임금격차","%","52.51853","54.05205","48.7518","44.71791","31.75977","52.76138","50.35212","53.29545","49.43639","49.42562","54.19801",
"여자","서비스 종사자","60세이상","월임금총액","원","1290533.41667","1309781.75","1131008.5","1111018.16667","1191215.41667","1157976.75","1140266.33333","1160000","1258000","1399000","1570000",
"여자","서비스 종사자","60세이상","월급여액","원","1229623","1221997","1097303","1085509","1168290","1145720","1127738","1148000","1246000","1386000","1555000",
"여자","서비스 종사자","60세이상","정액급여","원","1186821","1174627","1061255","1032094","1110988","1088701","1067135","1094000","1190000","1323000","1493000",
"여자","서비스 종사자","60세이상","초과급여","원","42802","47370","36048","53415","57301","57019","60603","54000","55000","63000","62000",
"여자","서비스 종사자","60세이상","연간특별급여액","원","730925","1053417","404466","306110","275105","147081","150340","138000","145000","157000","178000",
"여자","서비스 종사자","60세이상","임금격차","%","89.2136","83.87796","93.89118","66.951","78.18738","78.86944","71.60075","81.06219","71.07345","65.99057","81.8988",
"여자","판매 종사자","계","월임금총액","원","1751659.91667","1788951.16667","1999531.66667","2014620.75","2062606","1985505.75","1987318.08333","2120000","2136000","2175000","2372000",
"여자","판매 종사자","계","월급여액","원","1569023","1617253","1791880","1808689","1850792","1809622","1836129","1940000","1997000","2056000","2231000",
"여자","판매 종사자","계","정액급여","원","1491264","1535618","1698025","1720673","1733816","1686336","1726145","1841000","1909000","1975000","2146000",
"여자","판매 종사자","계","초과급여","원","77759","81634","93855","88015","116976","123286","109984","99000","88000","81000","85000",
"여자","판매 종사자","계","연간특별급여액","원","2191643","2060378","2491820","2471181","2541768","2110605","1814269","2166000","1665000","1427000","1689000",
"여자","판매 종사자","계","임금격차","%","58.31681","57.32072","62.13815","64.12571","63.29096","58.67573","59.42486","61.02476","59.03814","56.58169","61.32368",
"여자","판매 종사자","19세이하","월임금총액","원","924643.58333","1015238.58333","1020917.33333","1107756","1158301.41667","1410033","1079998.75","1030000","1229000","1524000","1739000",
"여자","판매 종사자","19세이하","월급여액","원","897334","990817","996045","1090506","1116761","1380756","1026467","1009000","1215000","1520000","1728000",
"여자","판매 종사자","19세이하","정액급여","원","845364","907951","935817","1009231","974024","1219816","918927","920000","1086000","1447000","1656000",
"여자","판매 종사자","19세이하","초과급여","원","51970","82866","60228","81275","142737","160940","107541","89000","129000","72000","73000",
"여자","판매 종사자","19세이하","연간특별급여액","원","327715","293059","298468","207000","498485","351324","642381","257000","172000","51000","124000",
"여자","판매 종사자","19세이하","임금격차","%","70.52335","106.63835","92.81129","226.27414","90.35891","99.95931","64.4445","85.05367","85.16979","83.50685","115.47145",
"여자","판매 종사자","20~24세","월임금총액","원","1412010","1411278.5","1649544.91667","1635408.41667","1672572.41667","1736939.41667","1594654.25","1714000","1505000","1808000","1896000",
"여자","판매 종사자","20~24세","월급여액","원","1331802","1333282","1541384","1511281","1544418","1628937","1501133","1630000","1460000","1755000","1821000",
"여자","판매 종사자","20~24세","정액급여","원","1230039","1231541","1426187","1405495","1379935","1509312","1394867","1543000","1397000","1671000","1729000",
"여자","판매 종사자","20~24세","초과급여","원","101763","101741","115197","105785","164483","119625","106266","87000","62000","85000","92000",
"여자","판매 종사자","20~24세","연간특별급여액","원","962496","935958","1297931","1489529","1537853","1296029","1122255","1009000","543000","630000","898000",
"여자","판매 종사자","20~24세","임금격차","%","92.28126","101.96168","104.59555","104.69216","104.34371","107.55331","90.73296","103.31525","97.91802","91.96338","97.18093",
"여자","판매 종사자","25~29세","월임금총액","원","1852358.91667","1871611.41667","2029748.91667","2105322.91667","2234301","2260335.25","2198791.83333","2277000","2284000","2297000","2403000",
"여자","판매 종사자","25~29세","월급여액","원","1668355","1686174","1807253","1852169","1937098","2042363","2010533","2084000","2126000","2165000","2232000",
"여자","판매 종사자","25~29세","정액급여","원","1578263","1587891","1699786","1759997","1799035","1906008","1898815","1987000","2026000","2066000","2124000",
"여자","판매 종사자","25~29세","초과급여","원","90092","98283","107468","92172","138063","136355","111719","98000","100000","98000","108000",
"여자","판매 종사자","25~29세","연간특별급여액","원","2208047","2225249","2669951","3037847","3566436","2615667","2259106","2314000","1890000","1594000","2053000",
"여자","판매 종사자","25~29세","임금격차","%","86.18373","83.50417","91.20428","94.29643","94.95995","98.06632","93.83138","94.36386","90.02759","88.72151","87.5091",
"여자","판매 종사자","30~34세","월임금총액","원","2098991.33333","2025856.08333","2343263.66667","2350112.66667","2445500.16667","2368034.75","2492968.33333","2547000","2502000","2566000","2688000",
"여자","판매 종사자","30~34세","월급여액","원","1853304","1832733","2021560","2067821","2138946","2115326","2267913","2296000","2327000","2388000","2520000",
"여자","판매 종사자","30~34세","정액급여","원","1773935","1759632","1931893","1991160","2020280","1983737","2134287","2184000","2241000","2299000","2432000",
"여자","판매 종사자","30~34세","초과급여","원","79370","73101","89667","76662","118666","131589","133625","113000","86000","90000","88000",
"여자","판매 종사자","30~34세","연간특별급여액","원","2948248","2317477","3860444","3387500","3678650","3032505","2700664","3007000","2103000","2127000","2010000",
"여자","판매 종사자","30~34세","임금격차","%","77.83648","73.01124","81.77949","85.79745","86.35776","82.14327","85.48297","84.81518","79.83408","77.54609","80.16701",
"여자","판매 종사자","35~39세","월임금총액","원","1831456.66667","1941801.08333","2302847.08333","2366057.91667","2401992","2276791.58333","2380889.58333","2625000","2588000","2479000","2719000",
"여자","판매 종사자","35~39세","월급여액","원","1630570","1729477","2022399","2084975","2128607","2040293","2198756","2374000","2386000","2319000","2523000",
"여자","판매 종사자","35~39세","정액급여","원","1565730","1641755","1939308","2012441","2034744","1905427","2080215","2266000","2307000","2242000","2439000",
"여자","판매 종사자","35~39세","초과급여","원","64839","87722","83091","72534","93863","134866","118541","108000","79000","77000","85000",
"여자","판매 종사자","35~39세","연간특별급여액","원","2410640","2547889","3365377","3372995","3280620","2837983","2185603","3011000","2420000","1927000","2343000",
"여자","판매 종사자","35~39세","임금격차","%","55.85547","57.69206","67.60747","70.64532","71.68381","63.81232","68.56561","73.32402","73.46012","63.33674","68.83544",
"여자","판매 종사자","40~44세","월임금총액","원","1661717","1744742.16667","1901668.91667","1918366.58333","2031300","1971147.91667","1955372.16667","2270000","2400000","2314000","2540000",
"여자","판매 종사자","40~44세","월급여액","원","1461126","1562765","1734253","1750611","1850982","1792825","1811369","2070000","2226000","2165000","2368000",
"여자","판매 종사자","40~44세","정액급여","원","1386569","1485830","1638891","1637795","1731882","1671307","1700657","1963000","2132000","2090000","2297000",
"여자","판매 종사자","40~44세","초과급여","원","74557","76935","95362","112815","119101","121517","110712","106000","94000","76000","71000",
"여자","판매 종사자","40~44세","연간특별급여액","원","2407092","2183726","2008991","2013067","2163816","2139875","1728038","2409000","2089000","1782000","2069000",
"여자","판매 종사자","40~44세","임금격차","%","44.65356","46.60331","46.64558","50.76419","52.20567","48.04729","49.4478","54.93708","55.44006","52.45976","58.90538",
"여자","판매 종사자","45~49세","월임금총액","원","1612597.83333","1624284","1804834.5","1700124.58333","1757685.83333","1791061.5","1771325","1945000","2044000","2078000","2316000",
"여자","판매 종사자","45~49세","월급여액","원","1435044","1483893","1642935","1564204","1631921","1651991","1631852","1776000","1899000","1971000","2187000",
"여자","판매 종사자","45~49세","정액급여","원","1365975","1418114","1559773","1479659","1517884","1521127","1519591","1668000","1802000","1897000","2108000",
"여자","판매 종사자","45~49세","초과급여","원","69069","65778","83162","84545","114037","130864","112261","109000","97000","74000","79000",
"여자","판매 종사자","45~49세","연간특별급여액","원","2130646","1684692","1942794","1631047","1509178","1668846","1673676","2021000","1733000","1283000","1542000",
"여자","판매 종사자","45~49세","임금격차","%","42.34982","39.85517","41.96013","43.0776","41.76604","41.0845","41.7255","43.68823","44.71669","43.21963","48.09969",
"여자","판매 종사자","50~54세","월임금총액","원","1553228.41667","1834981.83333","1840585.25","1792040.33333","1805350.25","1704490.5","1797445.66667","1830000","1978000","2011000","2247000",
"여자","판매 종사자","50~54세","월급여액","원","1410035","1645686","1698203","1645084","1652871","1579976","1678755","1684000","1849000","1905000","2122000",
"여자","판매 종사자","50~54세","정액급여","원","1353448","1592564","1614704","1566107","1574978","1478594","1588801","1593000","1754000","1827000","2041000",
"여자","판매 종사자","50~54세","초과급여","원","56587","53122","83499","78977","77893","101382","89955","91000","95000","78000","81000",
"여자","판매 종사자","50~54세","연간특별급여액","원","1718321","2271550","1708587","1763476","1829751","1494174","1424288","1754000","1550000","1281000","1503000",
"여자","판매 종사자","50~54세","임금격차","%","45.4923","46.94979","46.64461","45.20271","43.96481","38.9558","43.2699","42.85714","40.4251","40.72499","44.74313",
"여자","판매 종사자","55~59세","월임금총액","원","1687609.41667","1641999.5","1759672.66667","1761833.66667","1822591.41667","1821686.16667","1878410.83333","2104000","1952000","1952000","2157000",
"여자","판매 종사자","55~59세","월급여액","원","1550959","1512518","1635091","1648448","1699179","1646610","1773588","1885000","1854000","1868000","2063000",
"여자","판매 종사자","55~59세","정액급여","원","1489866","1466387","1582964","1598072","1640730","1572069","1687586","1810000","1773000","1788000","1976000",
"여자","판매 종사자","55~59세","초과급여","원","61093","46131","52127","50376","58449","74541","86001","75000","81000","80000","87000",
"여자","판매 종사자","55~59세","연간특별급여액","원","1639805","1553778","1494980","1360628","1480949","2100914","1257874","2626000","1175000","1004000","1129000",
"여자","판매 종사자","55~59세","임금격차","%","52.91703","49.91234","55.13962","55.82435","55.84825","50.30391","52.11187","52.26031","46.47619","43.99369","48.74576",
"여자","판매 종사자","60세이상","월임금총액","원","1544923.66667","1725774.91667","2972309.33333","2511421.5","1853345.75","1923853.25","1858506.16667","2372000","1802000","1972000","2112000",
"여자","판매 종사자","60세이상","월급여액","원","1422470","1417906","2768800","2438850","1786479","1720269","1767903","2272000","1770000","1912000","2049000",
"여자","판매 종사자","60세이상","정액급여","원","1397535","1387147","2744802","2432758","1738814","1662319","1714718","2238000","1703000","1859000","2004000",
"여자","판매 종사자","60세이상","초과급여","원","24935","30759","23998","6092","47665","57950","53184","34000","67000","53000","44000",
"여자","판매 종사자","60세이상","연간특별급여액","원","1469444","3694427","2442112","870858","802401","2443011","1087238","1205000","384000","715000","763000",
"여자","판매 종사자","60세이상","임금격차","%","56.0802","66.73527","116.9591","96.56399","72.74798","69.87721","65.57794","80.2979","51.8412","58.63812","66.14469",
"여자","농림어업 숙련 종사자","계","월임금총액","원","1382939.33333","1329095.25","1684594.25","1822375","1652368.66667","1957378.41667","1623170.66667","2032000","1900000","1912000","2060000",
"여자","농림어업 숙련 종사자","계","월급여액","원","1274766","1274348","1518862","1650552","1576128","1819397","1565287","1887000","1746000","1855000","2027000",
"여자","농림어업 숙련 종사자","계","정액급여","원","1220512","1222680","1448043","1493314","1467621","1637443","1449349","1765000","1599000","1748000","1941000",
"여자","농림어업 숙련 종사자","계","초과급여","원","54254","51669","70818","157238","108507","181954","115939","121000","147000","107000","86000",
"여자","농림어업 숙련 종사자","계","연간특별급여액","원","1298080","656967","1988787","2061876","914888","1655777","694604","1739000","1841000","683000","405000",
"여자","농림어업 숙련 종사자","계","임금격차","%","63.35901","56.15919","66.59592","76.87855","71.9105","80.722","68.68663","79.71754","71.75227","73.85091","79.78311",
"여자","농림어업 숙련 종사자","19세이하","월임금총액","원","-","-","-","1714000","1499007","1108333.33333","1703127.83333","2075000","1639000","1651000","1700000",
"여자","농림어업 숙련 종사자","19세이하","월급여액","원","-","-","-","1714000","1499007","1100000","1661535","1890000","1625000","1651000","1700000",
"여자","농림어업 숙련 종사자","19세이하","정액급여","원","-","-","-","1236000","1126328","1100000","1661535","1730000","1507000","1651000","1700000",
"여자","농림어업 숙련 종사자","19세이하","초과급여","원","-","-","-","478000","372679","-","-","160000","118000","-","",
"여자","농림어업 숙련 종사자","19세이하","연간특별급여액","원","-","-","-","0","-","100000","499114","2221000","167000","-","",
"여자","농림어업 숙련 종사자","19세이하","임금격차","%","-","-","-","104.11017","94.0459","52.8123","87.03264","117.56374","82.86148","80.61523","95.82864",
"여자","농림어업 숙련 종사자","20~24세","월임금총액","원","795339.66667","602209.41667","1205888.08333","1355951","1391856.33333","1822417.83333","1634121.5","2152000","1638000","1919000","1889000",
"여자","농림어업 숙련 종사자","20~24세","월급여액","원","738636","596000","1178196","1355951","1378676","1792129","1592302","2022000","1633000","1815000","1865000",
"여자","농림어업 숙련 종사자","20~24세","정액급여","원","737282","589823","1070839","1239849","1316737","1592093","1475946","1806000","1554000","1737000","1798000",
"여자","농림어업 숙련 종사자","20~24세","초과급여","원","1354","6177","107357","116101","61939","200037","116356","216000","79000","78000","67000",
"여자","농림어업 숙련 종사자","20~24세","연간특별급여액","원","680444","74513","332305","0","158164","363466","501834","1553000","66000","1254000","285000",
"여자","농림어업 숙련 종사자","20~24세","임금격차","%","53.51945","40.98958","68.54304","80.51023","86.73807","103.46564","97.81483","117.46725","86.07462","87.10849","91.61009",
"여자","농림어업 숙련 종사자","25~29세","월임금총액","원","1561541.66667","1434299.75","1564300.33333","1513116.91667","1916184.83333","1584455","1849520.25","1887000","2028000","1880000","2277000",
"여자","농림어업 숙련 종사자","25~29세","월급여액","원","1466934","1396222","1478512","1443112","1790614","1519912","1801698","1809000","1982000","1861000","2217000",
"여자","농림어업 숙련 종사자","25~29세","정액급여","원","1435523","1359197","1422261","1373180","1671076","1457460","1650317","1611000","1912000","1732000","2113000",
"여자","농림어업 숙련 종사자","25~29세","초과급여","원","31411","37024","56252","69932","119538","62452","151380","198000","70000","129000","104000",
"여자","농림어업 숙련 종사자","25~29세","연간특별급여액","원","1135292","456933","1029460","840059","1506850","774516","573867","935000","547000","231000","725000",
"여자","농림어업 숙련 종사자","25~29세","임금격차","%","87.35351","73.52047","82.06904","85.96728","106.09953","75.31916","95.69692","96.67008","92.64504","83.22266","99.21569",
"여자","농림어업 숙련 종사자","30~34세","월임금총액","원","1825983.5","1640049.41667","1786317.33333","1826027.58333","1638376.75","2545146.33333","1630093.25","2435000","2215000","2333000","2384000",
"여자","농림어업 숙련 종사자","30~34세","월급여액","원","1721439","1505747","1757827","1697219","1543201","2368536","1601766","2187000","1951000","2258000","2339000",
"여자","농림어업 숙련 종사자","30~34세","정액급여","원","1619164","1491840","1720865","1644916","1493492","2165777","1531664","2022000","1841000","2150000","2282000",
"여자","농림어업 숙련 종사자","30~34세","초과급여","원","102275","13907","36962","52303","49710","202758","70101","165000","110000","108000","57000",
"여자","농림어업 숙련 종사자","30~34세","연간특별급여액","원","1254534","1611629","341884","1545703","1142109","2119324","339927","2981000","3175000","893000","535000",
"여자","농림어업 숙련 종사자","30~34세","임금격차","%","79.70786","71.17417","79.68123","72.90417","75.54087","99.53737","67.38742","94.27023","86.2875","91.77813","89.62406",
