"남자","A.농업, 임업 및 어업(01~03)",어업,3236,2779,5486,-
"남자","B.광업(05~08)",소계,4307,3851,5468,-
"남자","B.광업(05~08)",석탄 원유 및 천연가스 광업,5320,4177,13711,-
"남자","B.광업(05~08)",금속 광업,3946,3685,3126,-
"남자","B.광업(05~08)",비금속광물 광업; 연료용 제외,3993,3741,3025,-
"남자","B.광업(05~08)",광업 지원 서비스업,6091,4637,17457,-
"남자","C.제조업(10~34)",소계,4217,3580,7643,-
"남자","C.제조업(10~34)",식료품 제조업,3370,3107,3151,-
"남자","C.제조업(10~34)",음료 제조업,4624,3740,10607,-
"남자","C.제조업(10~34)",담배 제조업,5932,4690,14895,-
"남자","C.제조업(10~34)",섬유제품 제조업; 의복 제외,3412,3203,2510,-
"남자","C.제조업(10~34)",의복 의복 액세서리 및 모피제품 제조업,3877,3722,1849,-
"남자","C.제조업(10~34)",가죽 가방 및 신발 제조업,3108,3014,1131,-
"남자","C.제조업(10~34)",목재 및 나무제품 제조업; 가구 제외,3281,3102,2152,-
"남자","C.제조업(10~34)",펄프 종이 및 종이제품 제조업,3430,3074,4268,-
"남자","C.제조업(10~34)",인쇄 및 기록매체 복제업,3293,3163,1561,-
"남자","C.제조업(10~34)",코크스 연탄 및 석유정제품 제조업,7021,4244,33318,-
"남자","C.제조업(10~34)",화학 물질 및 화학제품 제조업; 의약품 제외,4830,4012,9811,-
"남자","C.제조업(10~34)",의료용 물질 및 의약품 제조업,4182,3789,4721,-
"남자","C.제조업(10~34)",고무 및 플라스틱제품 제조업,3761,3352,4914,-
"남자","C.제조업(10~34)",비금속 광물제품 제조업,4054,3625,5147,-
"남자","C.제조업(10~34)",1차 금속 제조업,4708,3672,12429,-
"남자","C.제조업(10~34)",금속 가공제품 제조업; 기계 및 가구 제외,3632,3282,4194,-
"남자","C.제조업(10~34)",전자 부품 컴퓨터 영상 음향 및 통신장비 제조업,5773,4361,16953,-
"남자","C.제조업(10~34)",의료 정밀 광학 기기 및 시계 제조업,3940,3561,4551,-
"남자","C.제조업(10~34)",전기장비 제조업,4079,3575,6040,-
"남자","C.제조업(10~34)",기타 기계 및 장비 제조업,3987,3629,4293,-
"남자","C.제조업(10~34)",자동차 및 트레일러 제조업,4397,3427,11636,-
"남자","C.제조업(10~34)",기타 운송장비 제조업,4235,3587,7775,-
"남자","C.제조업(10~34)",가구 제조업,3302,3139,1966,-
"남자","C.제조업(10~34)",기타 제품 제조업,3421,3168,3035,-
"남자","C.제조업(10~34)",산업용 기계 및 장비 수리업,4516,3786,8754,-
"남자","D.전기, 가스, 증기 및 공기 조절 공급업(35)",소계,6540,5037,18041,-
"남자","D.전기, 가스, 증기 및 공기 조절 공급업(35)",전기 가스 증기 및 공기 조절 공급업,6540,5037,18041,-
"남자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",소계,3999,3651,4179,-
"남자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",수도업,5648,4599,12588,-
"남자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",하수 폐수 및 분뇨 처리업,3904,3584,3837,-
"남자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",폐기물 수집 운반 처리 및 원료 재생업,3819,3552,3204,-
"남자","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",환경 정화 및 복원업,4371,3760,7339,-
"남자","F.건설업(41~42)",소계,4007,3752,3056,-
"남자","F.건설업(41~42)",종합 건설업,4673,4272,4803,-
"남자","F.건설업(41~42)",전문직별 공사업,3560,3403,1883,-
"남자","G.도매 및 소매업(45~47)",소계,4300,3840,5518,-
"남자","G.도매 및 소매업(45~47)",자동차 및 부품 판매업,5343,4232,13331,-
"남자","G.도매 및 소매업(45~47)",도매 및 상품 중개업,4473,4025,5379,-
"남자","G.도매 및 소매업(45~47)",소매업; 자동차 제외,3584,3273,3727,-
